genre,question_id,condition,correct,prediction,api_calls,elapsed_seconds,prompt_tokens,completion_tokens,total_tokens
wiki,28,chunked_sequential_rehearsal,False,Hudson River,4,60.5,1795,13,1808
wiki,29,chunked_sequential_rehearsal,False,Approximately 14%,4,60.6,1787,15,1802
wiki,30,chunked_sequential_rehearsal,False,1624,4,60.5,1831,12,1843
wiki,32,chunked_sequential_rehearsal,False,Art Deco lions,4,59.8,1795,14,1809
wiki,31,chunked_sequential_rehearsal,False,Over 300,4,59.9,1811,13,1824
wiki,33,chunked_sequential_rehearsal,False,Water towers.,4,59.9,1831,13,1844
wiki,34,chunked_sequential_rehearsal,False,CONTINENTAL COLONY,4,60.4,1819,16,1835
wiki,35,chunked_sequential_rehearsal,False,July 22,4,60.2,1799,13,1812
wiki,36,chunked_sequential_rehearsal,False,45-55,4,60.6,1799,13,1812
wiki,37,chunked_sequential_rehearsal,True,Minneapolis,4,60.5,1839,12,1851
wiki,38,chunked_sequential_rehearsal,False,,4,60.2,1795,12,1807
wiki,39,chunked_sequential_rehearsal,False,Tomb of Grant,4,59.8,1803,14,1817
wiki,40,chunked_sequential_rehearsal,False,"Pelham Bay Park is 2,764 acres.",4,60.5,1791,21,1812
wiki,46,chunked_sequential_rehearsal,False,Unknown,4,58.8,1795,11,1806
wiki,41,chunked_sequential_rehearsal,False,82nd Airborne,4,60.4,1783,14,1797
wiki,42,chunked_sequential_rehearsal,False,around 13%,4,60.0,1823,14,1837
wiki,43,chunked_sequential_rehearsal,False,Hispanic,4,60.2,1795,12,1807
wiki,44,chunked_sequential_rehearsal,True,12 million,4,59.9,1815,12,1827
wiki,45,chunked_sequential_rehearsal,False,No information about immigrants from Bangladesh.,4,118.2,1811,17,1828
wiki,47,chunked_sequential_rehearsal,False,Jamaica,4,60.2,1811,13,1824
wiki,48,chunked_sequential_rehearsal,False,No data.,4,59.7,1795,13,1808
wiki,50,chunked_sequential_rehearsal,False,"$1,048",4,59.8,1815,14,1829
wiki,51,chunked_sequential_rehearsal,False,There is no mention of 660 Madison Avenue or its price per square meter in the provided text.,4,60.0,1823,30,1853
wiki,52,chunked_sequential_rehearsal,False,"300,000",4,60.0,1787,13,1800
wiki,49,chunked_sequential_rehearsal,False,Catholicism,4,60.8,1795,13,1808
wiki,56,chunked_sequential_rehearsal,False,Manhattan,4,1.4,1783,12,1795
wiki,54,chunked_sequential_rehearsal,False,$25 billion,4,60.1,1819,13,1832
wiki,57,chunked_sequential_rehearsal,False,No answer found.,4,59.5,1815,14,1829
wiki,53,chunked_sequential_rehearsal,False,Bagels,4,119.3,1795,12,1807
wiki,58,chunked_sequential_rehearsal,False,Yankee Doodle,4,60.0,1787,15,1802
wiki,60,chunked_sequential_rehearsal,False,Anbang,4,60.1,1811,12,1823
wiki,55,chunked_sequential_rehearsal,False,No answer found,4,61.5,1807,13,1820
wiki,59,chunked_sequential_rehearsal,False,Central Park,4,60.3,1795,12,1807
wiki,62,chunked_sequential_rehearsal,False,The New York Times and The Wall Street Journal.,4,1.9,1791,20,1811
wiki,61,chunked_sequential_rehearsal,False,Unknown,4,118.7,1795,11,1806
wiki,64,chunked_sequential_rehearsal,True,WNYC,4,60.2,1803,13,1816
wiki,67,chunked_sequential_rehearsal,False,Unknown,4,59.3,1791,11,1802
wiki,65,chunked_sequential_rehearsal,False,I couldn't find the information about the number of high schools specialized in NYC.,4,60.4,1787,26,1813
wiki,68,chunked_sequential_rehearsal,False,None,4,59.9,1779,11,1790
wiki,69,chunked_sequential_rehearsal,False,"20,000",4,59.7,1787,13,1800
wiki,63,chunked_sequential_rehearsal,False,Cablevision's channel 21 was the first public-access TV channel in the country.,4,61.7,1811,28,1839
wiki,66,chunked_sequential_rehearsal,False,Library of Congress,4,118.9,1791,13,1804
wiki,71,chunked_sequential_rehearsal,False,FDNY,4,59.7,1799,12,1811
wiki,70,chunked_sequential_rehearsal,False,,4,60.4,1831,12,1843
wiki,75,chunked_sequential_rehearsal,False,"Over 1,000",4,59.7,1803,15,1818
wiki,72,chunked_sequential_rehearsal,False,Subway system.,4,60.5,1803,14,1817
wiki,73,chunked_sequential_rehearsal,False,,4,60.1,1815,12,1827
wiki,74,chunked_sequential_rehearsal,False,Action Painting,4,60.1,1791,12,1803
wiki,77,chunked_sequential_rehearsal,False,None,4,59.7,1807,11,1818
wiki,78,chunked_sequential_rehearsal,True,MetLife Stadium,4,59.9,1815,13,1828
wiki,79,chunked_sequential_rehearsal,True,Hockey,4,59.9,1787,12,1799
wiki,76,chunked_sequential_rehearsal,False,,4,119.0,1819,12,1831
wiki,83,chunked_sequential_rehearsal,False,No answer found.,4,59.9,1827,14,1841
wiki,81,chunked_sequential_rehearsal,False,US Open,4,60.5,1803,12,1815
wiki,84,chunked_sequential_rehearsal,True,"Over 7,000.",4,1.9,1799,16,1815
wiki,85,chunked_sequential_rehearsal,False,,4,59.5,1819,12,1831
wiki,82,chunked_sequential_rehearsal,False,Shanghai,4,118.6,1795,12,1807
wiki,80,chunked_sequential_rehearsal,False,NCAA Final Four,4,119.0,1815,14,1829
wiki,86,chunked_sequential_rehearsal,False,George Washington Bridge,4,60.1,1799,13,1812
wiki,87,chunked_sequential_rehearsal,False,Lincoln,4,59.9,1811,12,1823
wiki,90,chunked_sequential_rehearsal,False,13,4,59.6,1791,11,1802
wiki,89,chunked_sequential_rehearsal,True,The Catskill Mountains,4,60.3,1803,14,1817
wiki,88,chunked_sequential_rehearsal,False,No data.,4,118.3,1791,13,1804
wiki,92,chunked_sequential_rehearsal,False,HHC,4,59.8,1795,12,1807
wiki,93,chunked_sequential_rehearsal,False,Museum of Modern Art,4,60.1,1847,15,1862
wiki,95,chunked_sequential_rehearsal,True,New York City FC,4,60.0,1795,14,1809
wiki,91,chunked_sequential_rehearsal,False,No answer found,4,61.1,1811,13,1824
wiki,94,chunked_sequential_rehearsal,True,Fifth Avenue,4,60.3,1795,13,1808
wiki,97,chunked_sequential_rehearsal,False,Entertainment,4,59.3,1779,12,1791
wiki,96,chunked_sequential_rehearsal,False,JFK,4,60.0,1791,12,1803
wiki,98,chunked_sequential_rehearsal,False,Nassau County.,4,2.1,1791,15,1806
wiki,100,chunked_sequential_rehearsal,False,Eastern District,4,1.6,1795,12,1807
wiki,99,chunked_sequential_rehearsal,False,Massachusetts v. EPA,4,2.3,1811,15,1826
news,1,chunked_sequential_rehearsal,False,Civilians.,1,0.4,249,5,254
news,2,chunked_sequential_rehearsal,False,An Australian soldier,1,58.9,248,4,252
news,4,chunked_sequential_rehearsal,False,No,4,60.1,2198,11,2209
news,8,chunked_sequential_rehearsal,False,There is no mention of a Heineken sponsorship.,4,60.1,2198,21,2219
news,11,chunked_sequential_rehearsal,False,Afghanistan,1,0.4,246,4,250
news,9,chunked_sequential_rehearsal,False,There is no mention of the President's powers being transferred to the vice president.,4,60.2,2234,26,2260
news,3,chunked_sequential_rehearsal,False,The Australian soldier on a flight from Japan to the U.S.,4,60.7,2218,23,2241
news,14,chunked_sequential_rehearsal,False,Taliban,1,56.9,251,4,255
news,5,chunked_sequential_rehearsal,False,AC Milan,4,117.8,2198,12,2210
news,6,chunked_sequential_rehearsal,False,Lionel Messi,4,117.8,2190,14,2204
news,13,chunked_sequential_rehearsal,False,Friday,1,57.3,249,2,251
news,7,chunked_sequential_rehearsal,False,Guinness,4,117.9,2210,12,2222
news,12,chunked_sequential_rehearsal,False,Taliban,4,58.5,2182,13,2195
news,21,chunked_sequential_rehearsal,False,Tarin Kowt,1,0.5,250,6,256
news,10,chunked_sequential_rehearsal,False,There is no information.,4,60.5,2206,15,2221
news,16,chunked_sequential_rehearsal,False,The leaders are not specified.,4,2.6,2186,16,2202
news,23,chunked_sequential_rehearsal,False,Tarin Kowt,1,58.2,248,6,254
news,20,chunked_sequential_rehearsal,False,None,4,59.8,2206,11,2217
news,15,chunked_sequential_rehearsal,False,No answer found.,4,117.1,2238,14,2252
news,17,chunked_sequential_rehearsal,False,There is no mention of protests or the UK government in the text.,4,60.2,2206,24,2230
news,19,chunked_sequential_rehearsal,False,No answer,4,60.2,2206,12,2218
news,24,chunked_sequential_rehearsal,False,Bryant Purvis charges reduced to manslaughter.,4,58.5,2206,20,2226
news,27,chunked_sequential_rehearsal,False,No answer found.,4,2.5,2210,14,2224
news,22,chunked_sequential_rehearsal,False,No answer found.,4,61.1,2222,14,2236
news,18,chunked_sequential_rehearsal,False,No,4,62.7,2182,11,2193
news,29,chunked_sequential_rehearsal,False,1st Commando Regiment,4,59.8,2194,15,2209
news,25,chunked_sequential_rehearsal,False,Tarin Kowt,4,60.2,2214,15,2229
news,26,chunked_sequential_rehearsal,False,Uribite is not mentioned.,4,60.4,2202,17,2219
news,28,chunked_sequential_rehearsal,False,No information about Carlos.,4,61.5,2218,15,2233
news,30,chunked_sequential_rehearsal,False,Afghanistan,4,60.9,2198,13,2211
news,31,chunked_sequential_rehearsal,False,Birmingham,4,60.0,2234,12,2246
news,32,chunked_sequential_rehearsal,False,No answer found.,4,60.1,2202,14,2216
news,33,chunked_sequential_rehearsal,False,NATO,4,59.8,2198,12,2210
news,37,chunked_sequential_rehearsal,False,Australian,1,1.6,246,2,248
news,38,chunked_sequential_rehearsal,False,Australian soldier,1,1.6,249,3,252
news,42,chunked_sequential_rehearsal,False,Tarin Kowt,1,56.5,250,6,256
news,41,chunked_sequential_rehearsal,False,Taliban,1,57.4,254,4,258
news,36,chunked_sequential_rehearsal,False,None,4,60.2,2206,11,2217
news,34,chunked_sequential_rehearsal,False,An Australian soldier.,4,60.7,2210,14,2224
news,35,chunked_sequential_rehearsal,False,Ray Gravell,4,60.8,2226,14,2240
news,40,chunked_sequential_rehearsal,False,Savers hid.,4,59.0,2190,14,2204
news,39,chunked_sequential_rehearsal,False,No answer.,4,118.5,2190,13,2203
news,43,chunked_sequential_rehearsal,True,Genocide,4,117.6,2210,12,2222
news,45,chunked_sequential_rehearsal,False,No mention.,4,60.9,2194,13,2207
news,44,chunked_sequential_rehearsal,False,Heavy fighting.,4,61.1,2202,13,2215
news,47,chunked_sequential_rehearsal,False,No mention,4,60.5,2190,12,2202
news,48,chunked_sequential_rehearsal,False,ml5 said nothing.,4,60.4,2186,15,2201
news,46,chunked_sequential_rehearsal,False,NATO,4,60.8,2198,12,2210
news,55,chunked_sequential_rehearsal,False,Taliban militants,1,1.0,253,5,258
news,49,chunked_sequential_rehearsal,False,Additional forces for protection.,4,60.8,2194,15,2209
news,58,chunked_sequential_rehearsal,False,The Taliban.,1,0.4,248,4,252
news,54,chunked_sequential_rehearsal,False,Nothing is mentioned about a probation.,4,58.6,2198,17,2215
news,50,chunked_sequential_rehearsal,False,BUPA,4,59.2,2226,13,2239
news,52,chunked_sequential_rehearsal,False,No information about arsons in Coatseville.,4,60.0,2218,20,2238
news,62,chunked_sequential_rehearsal,False,Tarin Kowt,1,0.2,249,6,255
news,53,chunked_sequential_rehearsal,False,No teacher mentioned.,4,60.4,2210,14,2224
news,57,chunked_sequential_rehearsal,False,Bush wasn't mentioned.,4,59.2,2201,20,2221
news,56,chunked_sequential_rehearsal,False,No score given.,4,60.2,2190,14,2204
news,51,chunked_sequential_rehearsal,False,Taliban,4,60.7,2186,13,2199
news,66,chunked_sequential_rehearsal,False,NHC,1,1.2,248,3,251
news,60,chunked_sequential_rehearsal,False,Las Vegas Sands,4,60.1,2194,13,2207
news,59,chunked_sequential_rehearsal,False,There is no information about female only buses.,4,117.2,2222,19,2241
news,63,chunked_sequential_rehearsal,False,No answer.,4,60.0,2198,13,2211
news,61,chunked_sequential_rehearsal,False,Raising the flag on Iwo Jima was not mentioned in the text.,4,61.2,2222,26,2248
news,64,chunked_sequential_rehearsal,False,Australian soldiers and civilians.,4,60.0,2190,15,2205
news,65,chunked_sequential_rehearsal,False,Anne,4,60.1,2226,11,2237
news,67,chunked_sequential_rehearsal,False,Petition for withdrawal.,4,60.0,2186,15,2201
news,72,chunked_sequential_rehearsal,False,Australian soldier,1,0.4,251,3,254
news,69,chunked_sequential_rehearsal,False,None,4,2.7,2194,11,2205
news,71,chunked_sequential_rehearsal,False,,4,58.5,2214,12,2226
news,68,chunked_sequential_rehearsal,False,None,4,117.3,2202,11,2213
news,75,chunked_sequential_rehearsal,False,Nothing,4,58.6,2214,11,2225
news,70,chunked_sequential_rehearsal,False,Michael Vick,4,61.5,2186,12,2198
news,76,chunked_sequential_rehearsal,False,Boy George,4,59.8,2194,12,2206
news,74,chunked_sequential_rehearsal,False,The Australian soldier.,4,60.9,2202,14,2216
news,73,chunked_sequential_rehearsal,False,No mention.,4,61.2,2194,13,2207
news,78,chunked_sequential_rehearsal,False,An Australian soldier.,4,60.5,2194,14,2208
news,79,chunked_sequential_rehearsal,False,No answer.,4,60.4,2194,13,2207
news,80,chunked_sequential_rehearsal,False,University of New South Wales,4,60.4,2202,15,2217
news,87,chunked_sequential_rehearsal,False,Yes,1,0.6,247,2,249
news,86,chunked_sequential_rehearsal,False,Australian soldier.,1,0.8,248,4,252
news,81,chunked_sequential_rehearsal,False,No one.,4,59.8,2210,13,2223
news,77,chunked_sequential_rehearsal,False,Causes of deaths in Afghanistan.,4,118.8,2222,17,2239
news,83,chunked_sequential_rehearsal,False,Air combat.,4,59.2,2202,13,2215
news,82,chunked_sequential_rehearsal,False,Black Hawk.,4,60.2,2210,13,2223
news,91,chunked_sequential_rehearsal,False,Firefighters.,4,58.9,2202,13,2215
news,85,chunked_sequential_rehearsal,False,Roma,4,60.9,2198,12,2210
news,93,chunked_sequential_rehearsal,False,None,4,59.5,2194,11,2205
news,90,chunked_sequential_rehearsal,False,Detailed,4,60.0,2210,11,2221
news,84,chunked_sequential_rehearsal,False,Singapore is not mentioned in this text.,4,118.8,2214,18,2232
news,88,chunked_sequential_rehearsal,False,No answer found.,4,60.3,2218,14,2232
news,98,chunked_sequential_rehearsal,False,Tarin Kowt,1,0.2,248,6,254
news,96,chunked_sequential_rehearsal,False,Heavy fighting,1,0.5,246,3,249
news,94,chunked_sequential_rehearsal,False,No answer found.,4,1.5,2218,14,2232
news,92,chunked_sequential_rehearsal,False,Pictet assets in 2007 were not mentioned.,4,61.1,2206,22,2228
news,97,chunked_sequential_rehearsal,False,No answer,4,59.3,2210,12,2222
news,104,chunked_sequential_rehearsal,False,Fighting,1,1.0,247,3,250
news,95,chunked_sequential_rehearsal,False,None,4,60.5,2190,11,2201
news,89,chunked_sequential_rehearsal,False,Heavy fighting,4,120.4,2186,12,2198
news,99,chunked_sequential_rehearsal,False,No answer found.,4,60.1,2206,14,2220
news,102,chunked_sequential_rehearsal,False,5,4,59.9,2186,11,2197
news,106,chunked_sequential_rehearsal,False,Tarin Kowt,1,0.3,249,6,255
news,107,chunked_sequential_rehearsal,False,Tarin Kowt,1,0.3,249,6,255
news,101,chunked_sequential_rehearsal,False,A gun.,3,60.3,1284,10,1294
news,100,chunked_sequential_rehearsal,False,No information about a pair divorcing.,4,60.7,2182,18,2200
news,103,chunked_sequential_rehearsal,False,Roads,4,117.6,2198,12,2210
news,111,chunked_sequential_rehearsal,False,5,4,58.5,2198,11,2209
news,108,chunked_sequential_rehearsal,False,Heavy fighting,4,59.8,2186,12,2198
news,105,chunked_sequential_rehearsal,False,We don't know.,4,59.9,2194,15,2209
news,114,chunked_sequential_rehearsal,False,Afghanistan,1,1.3,249,4,253
news,110,chunked_sequential_rehearsal,False,Paul Keating,4,59.8,2226,13,2239
news,115,chunked_sequential_rehearsal,False,Heavy fighting,1,1.3,250,3,253
news,112,chunked_sequential_rehearsal,False,Australian,4,60.8,2206,11,2217
news,109,chunked_sequential_rehearsal,False,No answer given.,4,61.3,2190,14,2204
news,113,chunked_sequential_rehearsal,False,At least 4,4,117.7,2198,14,2212
news,117,chunked_sequential_rehearsal,True,Garbage,4,59.7,2210,12,2222
news,116,chunked_sequential_rehearsal,False,No answer.,4,59.9,2194,13,2207
news,118,chunked_sequential_rehearsal,False,$4,4,60.3,2206,12,2218
news,122,chunked_sequential_rehearsal,False,State police say nothing.,4,59.1,2198,15,2213
news,120,chunked_sequential_rehearsal,False,Barack Obama,4,61.0,2230,13,2243
news,119,chunked_sequential_rehearsal,False,Atlanta,4,61.0,2190,11,2201
news,126,chunked_sequential_rehearsal,False,Tarin Kowt,1,0.7,250,6,256
news,123,chunked_sequential_rehearsal,False,There is no mention of Youssif or Lassie.,4,2.9,2206,23,2229
news,121,chunked_sequential_rehearsal,False,Boy George,4,60.3,2190,12,2202
news,124,chunked_sequential_rehearsal,False,There is no mention of the dad's happiest day.,4,60.9,2198,21,2219
news,125,chunked_sequential_rehearsal,False,None,4,61.1,2198,11,2209
news,132,chunked_sequential_rehearsal,False,No information about Tony Snow or Bush.,4,59.2,2202,18,2220
news,128,chunked_sequential_rehearsal,False,Amy Winehouse,4,59.9,2206,13,2219
news,130,chunked_sequential_rehearsal,False,None,4,60.0,2194,11,2205
news,127,chunked_sequential_rehearsal,False,No one was acquitted.,4,60.7,2178,15,2193
news,131,chunked_sequential_rehearsal,False,Snow is not mentioned.,4,60.3,2186,15,2201
news,139,chunked_sequential_rehearsal,False,Tarin Kowt,1,57.1,247,6,253
news,129,chunked_sequential_rehearsal,False,No one.,4,117.6,2186,13,2199
news,134,chunked_sequential_rehearsal,False,No answer.,4,59.3,2198,13,2211
news,137,chunked_sequential_rehearsal,False,Mail was not mentioned.,2,59.2,656,9,665
news,135,chunked_sequential_rehearsal,False,Chavez' other plans are not mentioned.,4,59.6,2190,19,2209
news,138,chunked_sequential_rehearsal,False,Nothing,4,59.3,2206,11,2217
news,142,chunked_sequential_rehearsal,False,Tarin Kowt,1,0.5,248,6,254
news,136,chunked_sequential_rehearsal,False,Bush wasn't mentioned.,4,59.9,2182,15,2197
news,133,chunked_sequential_rehearsal,False,Hornets,4,60.8,2194,13,2207
news,141,chunked_sequential_rehearsal,False,There is no mention of Burk's car.,4,60.7,2194,19,2213
news,140,chunked_sequential_rehearsal,False,An Australian soldier.,4,61.2,2186,14,2200
news,146,chunked_sequential_rehearsal,False,No answer.,4,59.6,2206,13,2219
news,147,chunked_sequential_rehearsal,False,Heavy fighting,4,59.5,2206,12,2218
news,144,chunked_sequential_rehearsal,False,The Australian soldier.,4,60.3,2190,14,2204
news,143,chunked_sequential_rehearsal,False,Dubai,4,60.8,2222,12,2234
news,148,chunked_sequential_rehearsal,False,L. Ron Hubbard had a stroke.,4,60.3,2194,18,2212
news,149,chunked_sequential_rehearsal,False,No answer found.,4,59.3,2206,14,2220
news,145,chunked_sequential_rehearsal,False,Kerry Thomas was charged with murder.,4,119.4,2194,18,2212
news,150,chunked_sequential_rehearsal,False,Tarin Kowt,4,60.5,2190,15,2205
news,156,chunked_sequential_rehearsal,False,Fighting.,1,1.6,250,4,254
news,153,chunked_sequential_rehearsal,False,Nothing,4,59.7,2186,11,2197
news,152,chunked_sequential_rehearsal,False,Australian Defence Force,4,60.1,2202,13,2215
news,151,chunked_sequential_rehearsal,False,No answer is provided in the text.,4,60.6,2190,18,2208
news,162,chunked_sequential_rehearsal,False,Heavy fighting,1,0.3,247,3,250
news,154,chunked_sequential_rehearsal,False,No one,4,60.2,2186,12,2198
news,158,chunked_sequential_rehearsal,False,No mention.,4,58.0,2202,13,2215
news,155,chunked_sequential_rehearsal,False,,4,116.8,2218,12,2230
news,166,chunked_sequential_rehearsal,False,Fighting.,1,1.5,250,4,254
news,159,chunked_sequential_rehearsal,False,No mention.,4,59.8,2198,13,2211
news,157,chunked_sequential_rehearsal,False,Gaining more seats in parliament.,4,60.4,2198,17,2215
news,168,chunked_sequential_rehearsal,False,Taliban,1,0.5,249,4,253
news,161,chunked_sequential_rehearsal,False,No answer found,4,60.4,2194,13,2207
news,167,chunked_sequential_rehearsal,False,None mentioned,4,1.3,2190,12,2202
news,165,chunked_sequential_rehearsal,False,Daryl Houghley,4,60.5,2194,15,2209
news,164,chunked_sequential_rehearsal,False,Channel 9,4,117.6,2202,13,2215
news,163,chunked_sequential_rehearsal,False,NATO,4,117.9,2190,12,2202
news,160,chunked_sequential_rehearsal,False,Afghanistan,4,118.7,2210,13,2223
news,169,chunked_sequential_rehearsal,False,Sevilla not mentioned.,4,59.5,2194,15,2209
news,170,chunked_sequential_rehearsal,False,Prosecutors didn't reveal anything.,4,60.8,2194,17,2211
news,172,chunked_sequential_rehearsal,False,Afghanistan,4,117.2,2182,13,2195
news,171,chunked_sequential_rehearsal,False,Pakistan government not mentioned.,4,117.5,2194,15,2209
news,176,chunked_sequential_rehearsal,False,No answer found.,4,59.5,2210,14,2224
news,173,chunked_sequential_rehearsal,False,Heavy fighting,4,60.0,2186,12,2198
news,175,chunked_sequential_rehearsal,False,Winkler,4,59.8,2198,13,2211
news,174,chunked_sequential_rehearsal,False,The Governor.,4,60.2,2198,13,2211
news,177,chunked_sequential_rehearsal,False,Hallelujah,4,60.3,2218,14,2232
news,181,chunked_sequential_rehearsal,False,Tarin Kowt,1,1.6,248,6,254
news,178,chunked_sequential_rehearsal,False,No one.,4,117.0,2182,13,2195
news,184,chunked_sequential_rehearsal,False,Post-WWII,4,59.8,2190,14,2204
news,182,chunked_sequential_rehearsal,False,Taliban,4,60.1,2210,13,2223
news,179,chunked_sequential_rehearsal,False,Mable Randon,4,60.4,2206,14,2220
news,180,chunked_sequential_rehearsal,False,Mable Randon,4,60.7,2202,14,2216
news,185,chunked_sequential_rehearsal,False,Airports,4,59.5,2202,12,2214
news,191,chunked_sequential_rehearsal,False,Heavy fighting,1,0.9,249,3,252
news,183,chunked_sequential_rehearsal,False,No answer given.,4,61.3,2206,14,2220
news,186,chunked_sequential_rehearsal,False,No answer,4,60.0,2206,12,2218
news,194,chunked_sequential_rehearsal,False,Australian soldier,1,0.5,249,3,252
news,190,chunked_sequential_rehearsal,False,Gunfight,4,59.7,2194,12,2206
news,187,chunked_sequential_rehearsal,False,Marketplaces.,4,60.6,2190,13,2203
news,189,chunked_sequential_rehearsal,False,,4,60.8,2238,12,2250
news,195,chunked_sequential_rehearsal,False,None,4,59.3,2198,11,2209
news,188,chunked_sequential_rehearsal,False,Australian troops.,4,60.9,2206,13,2219
news,193,chunked_sequential_rehearsal,False,None,4,59.9,2206,11,2217
news,192,chunked_sequential_rehearsal,False,Yu Sheng products are not mentioned in the text.,4,60.8,2206,21,2227
news,196,chunked_sequential_rehearsal,False,No,4,60.0,2198,11,2209
news,197,chunked_sequential_rehearsal,False,None,4,2.9,2194,11,2205
news,200,chunked_sequential_rehearsal,False,No answer.,4,2.0,2202,13,2215
news,199,chunked_sequential_rehearsal,False,Full Metal Jacket,4,2.1,2198,13,2211
news,198,chunked_sequential_rehearsal,False,Gunfire and explosions.,4,59.4,2198,15,2213
novel,00950a36_5,chunked_sequential_rehearsal,False,Koray,4,2.3,1845,13,1858
novel,00950a36_0,chunked_sequential_rehearsal,False,Vandrys,4,2.3,1869,13,1882
novel,00950a36_7,chunked_sequential_rehearsal,False,Olivia's husband,4,2.7,1873,14,1887
novel,00950a36_1,chunked_sequential_rehearsal,True,Olivia,4,2.8,1853,12,1865
novel,00950a36_2,chunked_sequential_rehearsal,False,New York,4,3.1,1857,12,1869
novel,00950a36_9,chunked_sequential_rehearsal,False,Egypt,4,60.0,1837,11,1848
novel,00950a36_6,chunked_sequential_rehearsal,True,Olivia Marne,4,61.4,1849,14,1863
novel,00950a36_8,chunked_sequential_rehearsal,True,Olivia,4,61.6,1837,12,1849
novel,00950a36_13,chunked_sequential_rehearsal,False,The Shadow,3,59.2,1093,9,1102
novel,00950a36_11,chunked_sequential_rehearsal,False,Robert E. Howard,4,60.0,1833,14,1847
novel,00950a36_12,chunked_sequential_rehearsal,False,New York,4,59.6,1837,12,1849
novel,00950a36_10,chunked_sequential_rehearsal,False,Korak,4,60.1,1849,13,1862
novel,00950a36_14,chunked_sequential_rehearsal,False,A body,2,60.0,575,6,581
novel,3e966645_2,chunked_sequential_rehearsal,False,The monk.,4,58.8,1837,13,1850
novel,00950a36_15,chunked_sequential_rehearsal,False,Olivia,4,60.6,1845,12,1857
novel,3e966645_7,chunked_sequential_rehearsal,False,Captain Hastings.,4,59.5,1869,13,1882
novel,3e966645_4,chunked_sequential_rehearsal,False,Rum,4,59.8,1849,12,1861
novel,3e966645_5,chunked_sequential_rehearsal,False,Plague,4,59.6,1845,12,1857
novel,3e966645_6,chunked_sequential_rehearsal,False,Ramsay,4,59.7,1837,13,1850
novel,3e966645_10,chunked_sequential_rehearsal,False,Horses,3,2.8,1105,9,1114
novel,3e966645_8,chunked_sequential_rehearsal,False,New York,4,117.4,1853,12,1865
novel,3e966645_1,chunked_sequential_rehearsal,False,England,4,119.1,1857,11,1868
novel,3e966645_9,chunked_sequential_rehearsal,True,Tahiti,4,60.8,1841,13,1854
novel,3e966645_16,chunked_sequential_rehearsal,False,Gold.,4,59.6,1845,12,1857
novel,3e966645_19,chunked_sequential_rehearsal,False,The beggar,4,59.0,1913,13,1926
novel,3e966645_11,chunked_sequential_rehearsal,False,The Caribbean.,4,60.5,1837,13,1850
novel,3e966645_17,chunked_sequential_rehearsal,False,The Mediterranean.,4,61.4,1853,13,1866
novel,3e966645_21,chunked_sequential_rehearsal,False,A sailor.,4,2.9,1893,13,1906
novel,3e966645_20,chunked_sequential_rehearsal,False,The Flying Dutchman,4,59.3,1889,14,1903
novel,3e966645_12,chunked_sequential_rehearsal,False,Snakes,4,118.4,1853,12,1865
