genre,question_id,condition,correct,prediction,api_calls,lookup_used,elapsed_seconds,prompt_tokens,completion_tokens,total_tokens
novel,9561a72a_11,extractive_query_aware_adaptive_novel_w1_pilot,True,Roquat the Red.,1,,0.4,381,6,387
novel,9561a72a_12,extractive_query_aware_adaptive_novel_w1_pilot,False,Kaliko.,1,,0.3,320,4,324
novel,bf55d1c1_0,extractive_query_aware_adaptive_novel_w1_pilot,False,No purchase is mentioned.,1,,0.2,222,6,228
novel,bf55d1c1_1,extractive_query_aware_adaptive_novel_w1_pilot,False,No information.,1,,0.2,237,4,241
novel,bf55d1c1_2,extractive_query_aware_adaptive_novel_w1_pilot,True,Adam.,1,,0.2,273,3,276
novel,bf55d1c1_3,extractive_query_aware_adaptive_novel_w1_pilot,False,No information is given about Richard and Nathaniel.,1,,0.2,198,11,209
novel,bf55d1c1_4,extractive_query_aware_adaptive_novel_w1_pilot,False,Not specified.,1,,0.3,383,4,387
novel,bf55d1c1_5,extractive_query_aware_adaptive_novel_w1_pilot,False,Charon.,1,,0.4,261,4,265
novel,bf55d1c1_9,extractive_query_aware_adaptive_novel_w1_pilot,False,"May 1, 18--",1,,0.2,268,8,276
novel,bf55d1c1_6,extractive_query_aware_adaptive_novel_w1_pilot,False,None.,1,,0.2,283,3,286
novel,bf55d1c1_10,extractive_query_aware_adaptive_novel_w1_pilot,False,No one mentioned.,1,,0.3,238,5,243
novel,bf55d1c1_11,extractive_query_aware_adaptive_novel_w1_pilot,False,No one.,1,,0.2,196,4,200
novel,ca4b98f5_1,extractive_query_aware_adaptive_novel_w1_pilot,False,Not mentioned.,1,,0.2,260,4,264
novel,bf55d1c1_12,extractive_query_aware_adaptive_novel_w1_pilot,False,There is no information about Adam Salton's original location.,1,,0.3,198,13,211
novel,ca4b98f5_0,extractive_query_aware_adaptive_novel_w1_pilot,False,The Nome King Became Angry.,1,,0.3,159,7,166
novel,ca4b98f5_4,extractive_query_aware_adaptive_novel_w1_pilot,True,Harry Clavering,1,,44.8,226,5,231
novel,ca4b98f5_3,extractive_query_aware_adaptive_novel_w1_pilot,False,The great house.,1,,45.1,238,5,243
novel,ca4b98f5_2,extractive_query_aware_adaptive_novel_w1_pilot,True,Messrs. Beilby and Burton.,1,,44.7,179,10,189
novel,ca4b98f5_6,extractive_query_aware_adaptive_novel_w1_pilot,False,I couldn't find that information.,1,,44.7,139,8,147
novel,ca4b98f5_10,extractive_query_aware_adaptive_novel_w1_pilot,False,There is no information about Harry's fiancée in the passage.,1,,0.4,270,15,285
novel,ca4b98f5_12,extractive_query_aware_adaptive_novel_w1_pilot,False,Mr. Burton,1,,0.2,227,4,231
novel,ca4b98f5_8,extractive_query_aware_adaptive_novel_w1_pilot,False,No one.,1,,0.3,151,4,155
novel,ca4b98f5_11,extractive_query_aware_adaptive_novel_w1_pilot,False,Lord Ongar.,1,,0.3,811,6,817
novel,ca4b98f5_15,extractive_query_aware_adaptive_novel_w1_pilot,False,Fanny,1,,0.2,179,3,182
novel,ca4b98f5_13,extractive_query_aware_adaptive_novel_w1_pilot,False,Lady Clavering.,1,,0.5,413,6,419
novel,ca4b98f5_14,extractive_query_aware_adaptive_novel_w1_pilot,True,The church.,1,,0.6,324,4,328
novel,ca4b98f5_16,extractive_query_aware_adaptive_novel_w1_pilot,False,She.,1,,0.8,148,3,151
novel,ca4b98f5_18,extractive_query_aware_adaptive_novel_w1_pilot,False,No one.,1,,1.0,277,4,281
novel,ca4b98f5_17,extractive_query_aware_adaptive_novel_w1_pilot,False,The speaker.,1,,0.3,276,4,280
