window,cap,genre,question_id,correct,prediction,api_calls,lookup_used,elapsed_seconds,prompt_tokens,completion_tokens,total_tokens
2,5,novel,00950a36_7,True,Conan.,1.0,False,1.2,30312.0,4.0,30316.0
2,5,novel,00950a36_10,True,Conan,1.0,False,0.6,30306.0,3.0,30309.0
2,5,novel,00950a36_9,False,Shah Amurath's harem.,1.0,False,0.9,30303.0,10.0,30313.0
2,5,novel,00950a36_8,True,Olivia,1.0,False,1.4,30303.0,3.0,30306.0
2,5,caselaw,1,False,5,1.0,False,1.1,24721.0,2.0,24723.0
2,5,novel,00950a36_11,False,No one.,2.0,True,1.5,31528.0,10.0,31538.0
2,5,caselaw,3,True,5,2.0,True,1.9,25979.0,20.0,25999.0
2,5,caselaw,5,False,5,1.0,False,1.2,24809.0,2.0,24811.0
2,5,caselaw,7,False,5,2.0,True,1.3,26007.0,20.0,26027.0
2,5,caselaw,9,True,5,1.0,False,1.0,24700.0,2.0,24702.0
2,5,caselaw,13,False,5,1.0,False,1.0,24726.0,2.0,24728.0
2,5,caselaw,17,False,4,1.0,False,0.5,24747.0,2.0,24749.0
2,5,caselaw,15,False,5,2.0,True,0.7,25953.0,20.0,25973.0
2,5,caselaw,11,True,5,2.0,True,1.8,26071.0,20.0,26091.0
2,5,caselaw,19,False,5,1.0,False,0.6,24696.0,2.0,24698.0
2,5,novel,00950a36_5,False,,,,,,,
2,10,wiki,3,True,1624,1.0,False,0.6,7159.0,3.0,7162.0
2,10,wiki,1,True,1898,1.0,False,0.6,7165.0,3.0,7168.0
2,10,wiki,2,False,No information is available.,2.0,True,0.8,8220.0,12.0,8232.0
2,10,wiki,4,False,No information.,2.0,True,1.1,8155.0,10.0,8165.0
2,10,wiki,8,False,Juan Rodriguez,1.0,False,0.2,7160.0,3.0,7163.0
2,10,wiki,5,False,There is no information about Giovanni da Verrazzano in the passage.,2.0,True,0.7,8127.0,22.0,8149.0
2,10,wiki,6,False,I don't have information about Estêvão Gomes.,2.0,True,0.8,8129.0,20.0,8149.0
2,10,wiki,10,True,Peter Stuyvesant,1.0,False,0.4,7162.0,6.0,7168.0
2,10,wiki,9,False,1624,2.0,True,0.7,8125.0,9.0,8134.0
2,10,wiki,7,False,No information.,2.0,True,1.8,8119.0,10.0,8129.0
2,10,news,2,False,An Australian soldier.,1.0,False,1.1,25072.0,5.0,25077.0
2,10,news,4,False,Yes.,2.0,True,0.7,25896.0,9.0,25905.0
2,10,news,3,False,Michio Kanda.,2.0,True,1.7,25809.0,12.0,25821.0
2,10,news,5,False,No information.,2.0,True,1.2,26055.0,10.0,26065.0
2,10,news,6,False,There is no information about Messi in the passage.,2.0,True,0.7,25795.0,17.0,25812.0
2,10,news,7,False,Guinness,1.0,False,0.4,25077.0,3.0,25080.0
2,10,news,10,False,Saturday,1.0,False,1.2,25076.0,2.0,25078.0
2,10,news,9,False,Tony Snow's resignation.,2.0,True,56.2,26241.0,12.0,26253.0
2,10,news,1,False,"Civilians, Taliban militants.",2.0,True,59.0,26704.0,1181.0,27885.0
2,10,news,8,False,No information provided.,2.0,True,56.4,25799.0,11.0,25810.0
2,10,novel,00950a36_0,True,Shah Amurath,1.0,False,56.2,30311.0,6.0,30317.0
2,10,novel,00950a36_1,True,Olivia.,1.0,False,1.5,30307.0,4.0,30311.0
2,10,novel,00950a36_6,False,Dorothy,1.0,False,1.3,30306.0,4.0,30310.0
2,10,novel,00950a36_8,True,Olivia.,1.0,False,0.3,30303.0,4.0,30307.0
2,10,novel,00950a36_7,True,Conan.,1.0,False,1.3,30312.0,4.0,30316.0
2,10,novel,00950a36_10,True,Conan,1.0,False,1.6,30306.0,3.0,30309.0
2,10,novel,00950a36_9,False,Shah Amurath's harem.,1.0,False,1.7,30303.0,10.0,30313.0
2,10,novel,00950a36_11,False,No one.,2.0,True,0.9,31247.0,10.0,31257.0
2,10,caselaw,1,False,5,1.0,False,1.1,24721.0,2.0,24723.0
2,10,caselaw,5,False,5,1.0,False,1.3,24809.0,2.0,24811.0
2,10,caselaw,3,False,2,2.0,True,2.0,26726.0,20.0,26746.0
2,10,caselaw,9,True,5,1.0,False,1.0,24700.0,2.0,24702.0
2,10,caselaw,7,False,1,2.0,True,2.3,26754.0,20.0,26774.0
2,10,caselaw,13,False,5,1.0,False,0.3,24726.0,2.0,24728.0
2,10,caselaw,11,True,5,2.0,True,1.9,26818.0,20.0,26838.0
2,10,caselaw,15,False,5,2.0,True,0.7,26700.0,20.0,26720.0
2,10,caselaw,17,False,4,1.0,False,0.4,24747.0,2.0,24749.0
2,10,caselaw,19,False,5,2.0,True,0.8,26828.0,20.0,26848.0
2,10,novel,00950a36_5,True,Olivia.,2.0,True,20.9,32213.0,1498.0,33711.0
2,10,novel,00950a36_2,False,SHAH AMURATH,1.0,False,250.2,30308.0,6.0,30314.0
2,20,wiki,3,True,1624,1.0,False,0.4,7159.0,3.0,7162.0
2,20,wiki,1,True,1898,1.0,False,0.5,7165.0,3.0,7168.0
2,20,wiki,4,False,No information.,2.0,True,0.6,8155.0,10.0,8165.0
2,20,wiki,5,False,I don't have information about that.,2.0,True,0.5,8127.0,15.0,8142.0
2,20,wiki,2,False,No information is available.,2.0,True,1.0,8220.0,12.0,8232.0
2,20,wiki,8,False,Juan Rodriguez,1.0,False,0.3,7160.0,3.0,7163.0
2,20,wiki,9,False,1624,1.0,False,0.3,7162.0,3.0,7165.0
2,20,wiki,7,False,No information.,2.0,True,0.6,8119.0,10.0,8129.0
2,20,wiki,10,True,Peter Stuyvesant,1.0,False,0.2,7162.0,6.0,7168.0
2,20,news,2,False,An Australian soldier,1.0,False,1.3,25072.0,4.0,25076.0
2,20,wiki,6,False,I don't have information about Estêvão Gomes.,2.0,True,2.3,8129.0,20.0,8149.0
2,20,news,3,False,Michio Kanda.,2.0,True,1.4,27307.0,39.0,27346.0
2,20,news,6,False,There is no information about Messi in the passage.,2.0,True,0.9,25795.0,17.0,25812.0
2,20,news,4,False,Yes.,2.0,True,1.3,25896.0,9.0,25905.0
2,20,news,5,False,No information.,2.0,True,1.1,26055.0,10.0,26065.0
2,20,news,7,False,Guinness,1.0,False,1.0,25077.0,3.0,25080.0
2,20,news,9,False,Resignation,1.0,False,1.1,25083.0,4.0,25087.0
2,20,news,10,False,Saturday,1.0,False,0.4,25076.0,2.0,25078.0
2,20,news,1,False,"Civilians, Taliban militants, and 60 others wounded.",2.0,True,58.4,28383.0,1187.0,29570.0
2,20,news,8,True,Gulder Ultimate Search.,2.0,True,56.5,28385.0,1165.0,29550.0
2,20,novel,00950a36_0,True,Shah Amurath,1.0,False,55.4,30311.0,6.0,30317.0
2,20,novel,00950a36_6,False,Dorothy,1.0,False,0.3,30306.0,4.0,30310.0
2,20,novel,00950a36_1,True,Olivia.,1.0,False,56.1,30307.0,4.0,30311.0
2,20,novel,00950a36_7,True,Conan.,1.0,False,0.6,30312.0,4.0,30316.0
2,20,novel,00950a36_8,True,Olivia.,1.0,False,0.3,30303.0,4.0,30307.0
2,20,novel,00950a36_2,True,Akif.,2.0,True,1.9,31780.0,22.0,31802.0
2,20,novel,00950a36_9,False,Shah Amurath's harem.,1.0,False,0.3,30303.0,10.0,30313.0
2,20,novel,00950a36_10,True,Conan,1.0,False,0.4,30306.0,3.0,30309.0
2,20,novel,00950a36_11,False,No one.,2.0,True,0.6,31600.0,10.0,31610.0
2,20,caselaw,5,False,5,1.0,False,1.0,24809.0,2.0,24811.0
2,20,caselaw,1,True,1,2.0,True,1.7,26878.0,20.0,26898.0
2,20,caselaw,3,False,2,2.0,True,1.4,26726.0,20.0,26746.0
2,20,caselaw,9,True,5,1.0,False,1.1,24700.0,2.0,24702.0
2,20,caselaw,7,False,1,2.0,True,1.5,26754.0,20.0,26774.0
2,20,caselaw,13,False,5,1.0,False,0.3,24726.0,2.0,24728.0
2,20,caselaw,11,True,5,2.0,True,1.8,26818.0,20.0,26838.0
2,20,caselaw,15,False,5,2.0,True,0.6,26700.0,20.0,26720.0
2,20,caselaw,19,False,5,1.0,False,0.3,24696.0,2.0,24698.0
2,20,caselaw,17,False,4,1.0,False,1.0,24747.0,2.0,24749.0
2,20,novel,00950a36_5,True,Olivia.,2.0,True,267.0,34055.0,1498.0,35553.0
2,40,wiki,3,True,1624,1.0,False,0.5,7159.0,3.0,7162.0
2,40,wiki,1,True,1898,1.0,False,0.5,7165.0,3.0,7168.0
2,40,wiki,4,False,No information.,2.0,True,0.7,8155.0,10.0,8165.0
2,40,wiki,2,False,No information provided.,2.0,True,1.0,8220.0,11.0,8231.0
2,40,wiki,6,False,I don't have information about Estêvão Gomes.,2.0,True,0.8,8129.0,20.0,8149.0
2,40,wiki,5,False,There is no information about Giovanni da Verrazzano in the passage.,2.0,True,0.8,8127.0,22.0,8149.0
2,40,wiki,7,False,No information provided.,2.0,True,0.6,8119.0,11.0,8130.0
2,40,wiki,9,False,1624,1.0,False,0.2,7162.0,3.0,7165.0
2,40,wiki,10,True,Peter Stuyvesant,1.0,False,0.3,7162.0,6.0,7168.0
2,40,wiki,8,False,Juan Rodriguez,1.0,False,0.5,7160.0,3.0,7163.0
2,40,news,2,False,An Australian soldier.,1.0,False,1.0,25072.0,5.0,25077.0
2,40,news,3,False,Michio Kanda.,2.0,True,1.7,27307.0,39.0,27346.0
2,40,news,4,False,Yes.,2.0,True,2.0,25896.0,9.0,25905.0
2,40,news,7,False,Gulder,1.0,False,0.3,25077.0,4.0,25081.0
2,40,news,5,False,No information.,2.0,True,1.4,26055.0,10.0,26065.0
2,40,news,6,False,There is no information about Messi in the passage.,2.0,True,0.7,25795.0,17.0,25812.0
2,40,news,1,False,Multiple people.,2.0,True,41.3,32263.0,1168.0,33431.0
2,40,news,8,True,Gulder Ultimate Search.,2.0,True,56.2,32265.0,1168.0,33433.0
2,40,news,9,False,No information.,2.0,True,56.4,26191.0,10.0,26201.0
2,40,news,10,False,Saturday,1.0,False,57.3,25076.0,2.0,25078.0
2,40,novel,00950a36_1,True,Olivia.,1.0,False,1.1,30307.0,4.0,30311.0
2,40,novel,00950a36_0,True,Shah Amurath,1.0,False,18.6,30311.0,6.0,30317.0
2,40,novel,00950a36_7,True,Conan.,1.0,False,0.4,30312.0,4.0,30316.0
2,40,novel,00950a36_6,False,Dorothy,1.0,False,0.4,30306.0,4.0,30310.0
2,40,novel,00950a36_2,True,Akif.,2.0,True,1.8,31780.0,22.0,31802.0
2,40,novel,00950a36_8,True,Olivia,1.0,False,0.4,30303.0,3.0,30306.0
2,40,novel,00950a36_10,True,Conan,1.0,False,0.5,30306.0,3.0,30309.0
2,40,novel,00950a36_11,False,No one.,2.0,True,0.7,31247.0,10.0,31257.0
2,40,caselaw,1,False,5,1.0,False,1.1,24721.0,2.0,24723.0
2,40,caselaw,3,False,2,2.0,True,1.3,26726.0,20.0,26746.0
2,40,caselaw,5,False,5,1.0,False,1.0,24809.0,2.0,24811.0
2,40,caselaw,9,True,5,1.0,False,0.3,24700.0,2.0,24702.0
2,40,caselaw,7,False,1,2.0,True,1.4,26754.0,20.0,26774.0
2,40,caselaw,13,False,5,1.0,False,0.3,24726.0,2.0,24728.0
2,40,caselaw,11,True,5,2.0,True,1.2,26818.0,20.0,26838.0
2,40,caselaw,17,False,4,1.0,False,0.3,24747.0,2.0,24749.0
2,40,caselaw,15,False,5,2.0,True,1.2,26700.0,20.0,26720.0
2,40,novel,00950a36_9,False,Shah Amurath's harem.,1.0,False,8.6,30303.0,10.0,30313.0
2,40,caselaw,19,False,5,2.0,True,36.2,26828.0,20.0,26848.0
2,40,novel,00950a36_5,True,Olivia.,2.0,True,59.1,37911.0,1498.0,39409.0
