genre,question_id,condition,correct,prediction,api_calls,elapsed_seconds,prompt_tokens,completion_tokens,total_tokens
wiki,55,chunked_sequential_rehearsal,False,No answer found,4,64.5,1848,13,1861
wiki,58,chunked_sequential_rehearsal,False,Yankee Doodle,4,10.2,1828,15,1843
wiki,50,chunked_sequential_rehearsal,False,"$1,144",4,174.0,1856,14,1870
wiki,59,chunked_sequential_rehearsal,False,Central Park,4,64.7,1836,12,1848
wiki,60,chunked_sequential_rehearsal,False,,4,65.3,1852,12,1864
wiki,62,chunked_sequential_rehearsal,False,The New York Times and The Wall Street Journal,4,65.3,1832,19,1851
wiki,61,chunked_sequential_rehearsal,False,Unknown,4,66.2,1836,11,1847
wiki,65,chunked_sequential_rehearsal,False,None,4,61.6,1828,11,1839
wiki,63,chunked_sequential_rehearsal,False,Pacifica,4,65.5,1852,13,1865
wiki,64,chunked_sequential_rehearsal,True,WNYC,4,66.6,1844,13,1857
wiki,68,chunked_sequential_rehearsal,False,Hochul,4,57.0,1820,13,1833
wiki,66,chunked_sequential_rehearsal,False,,4,59.8,1832,12,1844
wiki,67,chunked_sequential_rehearsal,False,No answer found,4,58.2,1832,13,1845
wiki,70,chunked_sequential_rehearsal,False,,4,60.3,1872,12,1884
wiki,72,chunked_sequential_rehearsal,False,Subway,4,59.4,1844,12,1856
wiki,71,chunked_sequential_rehearsal,False,FDNY,4,60.6,1840,12,1852
wiki,75,chunked_sequential_rehearsal,False,Over 500,4,10.6,1844,13,1857
wiki,73,chunked_sequential_rehearsal,False,,4,104.1,1856,12,1868
wiki,69,chunked_sequential_rehearsal,False,"20,000",4,111.8,1828,13,1841
wiki,74,chunked_sequential_rehearsal,False,Action Painting,4,57.7,1832,12,1844
wiki,78,chunked_sequential_rehearsal,True,MetLife Stadium,4,50.6,1856,13,1869
wiki,76,chunked_sequential_rehearsal,False,,4,65.1,1860,12,1872
wiki,77,chunked_sequential_rehearsal,False,None,4,60.0,1848,11,1859
wiki,81,chunked_sequential_rehearsal,False,US Open,4,10.7,1844,12,1856
wiki,79,chunked_sequential_rehearsal,True,Hockey,4,107.6,1828,12,1840
wiki,83,chunked_sequential_rehearsal,False,,4,60.0,1868,12,1880
wiki,80,chunked_sequential_rehearsal,False,NCAA,4,107.1,1856,12,1868
wiki,82,chunked_sequential_rehearsal,False,Shanghai,4,63.7,1836,12,1848
wiki,87,chunked_sequential_rehearsal,False,Lincoln,4,54.0,1852,12,1864
wiki,88,chunked_sequential_rehearsal,False,No data,4,8.6,1832,12,1844
wiki,86,chunked_sequential_rehearsal,False,George Washington Bridge,4,62.0,1840,13,1853
wiki,89,chunked_sequential_rehearsal,True,The Catskill Mountains,4,11.7,1844,14,1858
wiki,90,chunked_sequential_rehearsal,True,51,4,12.5,1832,11,1843
wiki,85,chunked_sequential_rehearsal,False,61.4 million,4,113.8,1860,14,1874
wiki,84,chunked_sequential_rehearsal,True,"Over 7,000",4,120.4,1840,15,1855
wiki,93,chunked_sequential_rehearsal,False,Museum of Modern Art,4,57.2,1888,15,1903
wiki,94,chunked_sequential_rehearsal,True,Fifth Avenue,4,55.2,1836,13,1849
wiki,95,chunked_sequential_rehearsal,True,New York City FC,4,59.3,1836,14,1850
wiki,91,chunked_sequential_rehearsal,False,,4,68.1,1852,12,1864
wiki,97,chunked_sequential_rehearsal,False,Entertainment,4,11.3,1820,12,1832
wiki,96,chunked_sequential_rehearsal,False,JFK,4,109.1,1832,12,1844
wiki,92,chunked_sequential_rehearsal,False,,4,117.0,1836,12,1848
wiki,99,chunked_sequential_rehearsal,False,Massachusetts v EPA,4,58.1,1852,14,1866
wiki,100,chunked_sequential_rehearsal,False,Eastern District of New York,4,59.7,1836,15,1851
wiki,98,chunked_sequential_rehearsal,False,,4,62.8,1832,40,1872
news,2,chunked_sequential_rehearsal,False,Australian soldier,1,1.4,248,3,251
news,1,chunked_sequential_rehearsal,False,Civilians and militants.,1,1.9,249,7,256
news,7,chunked_sequential_rehearsal,False,Guinness,4,7.7,2210,12,2222
news,6,chunked_sequential_rehearsal,False,There is no mention of Messi.,4,54.2,2190,17,2207
news,4,chunked_sequential_rehearsal,False,No,4,55.9,2198,11,2209
news,3,chunked_sequential_rehearsal,False,None,4,56.1,2218,11,2229
news,13,chunked_sequential_rehearsal,False,Friday,1,2.4,249,2,251
news,5,chunked_sequential_rehearsal,False,There is no information about Kaka.,4,60.2,2198,18,2216
news,11,chunked_sequential_rehearsal,False,Afghanistan,1,52.5,246,4,250
news,8,chunked_sequential_rehearsal,False,None,4,60.3,2198,11,2209
news,12,chunked_sequential_rehearsal,False,Taliban,1,6.1,246,4,250
news,9,chunked_sequential_rehearsal,False,There is no mention of the President's powers being transferred.,4,59.0,2234,22,2256
news,10,chunked_sequential_rehearsal,False,No answer.,4,62.9,2206,13,2219
news,14,chunked_sequential_rehearsal,False,Taliban,4,9.3,2202,13,2215
news,16,chunked_sequential_rehearsal,False,Australian,4,56.5,2186,11,2197
news,15,chunked_sequential_rehearsal,False,No answer found.,4,59.3,2238,14,2252
news,21,chunked_sequential_rehearsal,False,Tarin Kowt,1,54.4,250,6,256
news,20,chunked_sequential_rehearsal,False,None,4,60.5,2206,11,2217
news,23,chunked_sequential_rehearsal,False,Tarin Kowt,1,5.0,248,6,254
news,19,chunked_sequential_rehearsal,False,No answer,4,61.5,2206,12,2218
news,17,chunked_sequential_rehearsal,False,Withdraw,4,63.9,2206,11,2217
news,22,chunked_sequential_rehearsal,False,No answer found.,4,61.1,2222,14,2236
news,24,chunked_sequential_rehearsal,False,Bryant Purvis charges reduced to manslaughter.,4,56.9,2206,20,2226
news,18,chunked_sequential_rehearsal,False,No,4,115.1,2182,11,2193
news,25,chunked_sequential_rehearsal,False,Tarin Kowt,4,57.4,2214,15,2229
news,26,chunked_sequential_rehearsal,False,Uribite was not mentioned in the text.,4,63.0,2202,20,2222
news,33,chunked_sequential_rehearsal,False,NATO,4,8.8,2198,12,2210
news,29,chunked_sequential_rehearsal,False,Rafael Orozco,4,62.7,2194,16,2210
news,27,chunked_sequential_rehearsal,False,No answer.,4,65.1,2210,13,2223
news,28,chunked_sequential_rehearsal,False,No,4,65.9,2218,11,2229
news,30,chunked_sequential_rehearsal,False,Afghanistan,4,61.6,2198,13,2211
news,32,chunked_sequential_rehearsal,False,No answer found.,4,58.7,2202,14,2216
news,34,chunked_sequential_rehearsal,False,An Australian soldier.,4,53.0,2210,14,2224
news,37,chunked_sequential_rehearsal,False,Taliban,1,51.5,246,4,250
news,41,chunked_sequential_rehearsal,False,Taliban,1,3.4,254,4,258
news,42,chunked_sequential_rehearsal,False,Tarin Kowt,1,1.9,250,6,256
news,31,chunked_sequential_rehearsal,False,Birmingham,4,65.8,2234,12,2246
news,35,chunked_sequential_rehearsal,False,No information about Ray Gravell is provided.,4,59.4,2226,20,2246
news,45,chunked_sequential_rehearsal,False,No answer is given in the text.,4,6.6,2194,18,2212
news,43,chunked_sequential_rehearsal,True,Genocide,4,53.8,2210,12,2222
news,39,chunked_sequential_rehearsal,False,No answer.,4,106.4,2190,13,2203
news,38,chunked_sequential_rehearsal,False,An Australian soldier.,4,109.1,2194,14,2208
news,40,chunked_sequential_rehearsal,False,Savers hid.,4,66.3,2190,14,2204
news,46,chunked_sequential_rehearsal,False,NATO,4,55.5,2198,12,2210
news,51,chunked_sequential_rehearsal,False,Taliban,2,2.5,654,7,661
news,49,chunked_sequential_rehearsal,False,Protection.,4,11.1,2194,12,2206
news,47,chunked_sequential_rehearsal,False,No children were mentioned.,4,58.7,2190,15,2205
news,55,chunked_sequential_rehearsal,False,Taliban militants,1,0.5,253,5,258
news,36,chunked_sequential_rehearsal,False,There is no mention of his work after retirement.,4,119.3,2206,20,2226
news,48,chunked_sequential_rehearsal,False,ml5 said nothing.,4,60.4,2186,15,2201
news,52,chunked_sequential_rehearsal,False,No information about arsons in Coatseville.,4,60.0,2218,20,2238
news,50,chunked_sequential_rehearsal,False,None mentioned.,4,63.5,2226,13,2239
news,44,chunked_sequential_rehearsal,False,Heavy fighting,4,120.1,2202,12,2214
news,53,chunked_sequential_rehearsal,False,No teacher is mentioned.,4,58.0,2210,15,2225
news,57,chunked_sequential_rehearsal,False,Nothing about Bush.,4,56.6,2201,19,2220
news,56,chunked_sequential_rehearsal,False,No score given.,4,58.8,2190,14,2204
news,59,chunked_sequential_rehearsal,False,No answer.,4,55.1,2222,13,2235
news,54,chunked_sequential_rehearsal,False,Nothing is mentioned about a probation.,4,111.6,2198,17,2215
news,62,chunked_sequential_rehearsal,False,Tarin Kowt,1,57.3,249,6,255
news,63,chunked_sequential_rehearsal,False,Cricket team,4,59.7,2198,13,2211
news,61,chunked_sequential_rehearsal,False,,4,62.1,2222,12,2234
news,64,chunked_sequential_rehearsal,False,Australians,4,60.8,2190,13,2203
news,65,chunked_sequential_rehearsal,False,Shane Gould,4,10.6,2226,13,2239
news,60,chunked_sequential_rehearsal,False,Las Vegas Sands,4,66.1,2194,13,2207
news,58,chunked_sequential_rehearsal,False,The Australians.,4,73.3,2190,13,2203
news,67,chunked_sequential_rehearsal,False,Rescue of a soldier.,4,62.9,2186,16,2202
news,66,chunked_sequential_rehearsal,False,NHC is not mentioned in the text.,4,64.0,2190,19,2209
news,69,chunked_sequential_rehearsal,False,None,4,59.6,2194,11,2205
news,68,chunked_sequential_rehearsal,False,No one.,4,59.6,2202,13,2215
news,70,chunked_sequential_rehearsal,False,Michael Vick,4,57.5,2186,12,2198
news,73,chunked_sequential_rehearsal,False,Pills,4,58.8,2194,12,2206
news,72,chunked_sequential_rehearsal,False,Australian soldier,4,61.0,2202,12,2214
news,71,chunked_sequential_rehearsal,False,,4,108.2,2214,37,2251
news,80,chunked_sequential_rehearsal,False,University of New South Wales,4,52.9,2202,15,2217
news,74,chunked_sequential_rehearsal,False,The Australian soldier.,4,60.0,2202,14,2216
news,75,chunked_sequential_rehearsal,False,Nothing,4,61.7,2214,11,2225
news,76,chunked_sequential_rehearsal,False,Boy George,4,60.9,2194,12,2206
news,79,chunked_sequential_rehearsal,False,No mention.,4,56.9,2194,13,2207
news,78,chunked_sequential_rehearsal,False,An Australian soldier,4,61.7,2194,13,2207
news,87,chunked_sequential_rehearsal,False,Yes,1,0.6,247,2,249
news,86,chunked_sequential_rehearsal,False,Australian soldier was killed.,1,3.5,248,6,254
news,82,chunked_sequential_rehearsal,False,,4,54.6,2210,12,2222
news,81,chunked_sequential_rehearsal,False,No answer.,4,62.7,2210,13,2223
news,77,chunked_sequential_rehearsal,False,Afghanistan,4,119.5,2222,13,2235
news,85,chunked_sequential_rehearsal,False,Roma,4,59.1,2198,12,2210
news,90,chunked_sequential_rehearsal,False,There is no description of the fire.,4,10.6,2210,18,2228
news,84,chunked_sequential_rehearsal,False,Singapore is not mentioned in the text.,4,63.2,2214,18,2232
news,91,chunked_sequential_rehearsal,False,Extinguishing fires.,4,9.3,2202,16,2218
news,88,chunked_sequential_rehearsal,False,No answer found.,4,61.4,2218,14,2232
news,96,chunked_sequential_rehearsal,False,Heavy fighting,1,48.6,246,3,249
news,89,chunked_sequential_rehearsal,False,Heavy fighting,4,108.4,2186,12,2198
news,93,chunked_sequential_rehearsal,False,Rope,4,56.6,2194,12,2206
news,83,chunked_sequential_rehearsal,False,Air combat.,4,117.9,2202,13,2215
news,95,chunked_sequential_rehearsal,False,None,4,60.9,2190,11,2201
news,94,chunked_sequential_rehearsal,False,,4,61.7,2218,12,2230
news,92,chunked_sequential_rehearsal,False,Pictet assets in 2007 is not mentioned in the text.,4,65.7,2206,25,2231
news,98,chunked_sequential_rehearsal,False,Tarin Kowt to Australia.,4,13.2,2190,18,2208
news,97,chunked_sequential_rehearsal,False,None,4,61.0,2210,11,2221
news,104,chunked_sequential_rehearsal,False,Fighting,1,47.0,247,3,250
news,106,chunked_sequential_rehearsal,False,Tarin Kowt,1,46.6,249,6,255
news,101,chunked_sequential_rehearsal,False,A gun.,4,61.3,2190,13,2203
news,107,chunked_sequential_rehearsal,False,Tarin Kowt,1,5.9,249,6,255
news,102,chunked_sequential_rehearsal,False,Six,4,53.3,2186,11,2197
news,100,chunked_sequential_rehearsal,False,No information about a pair divorcing.,4,61.6,2182,18,2200
news,105,chunked_sequential_rehearsal,False,We don't know.,4,54.9,2194,15,2209
news,99,chunked_sequential_rehearsal,False,No answer found,4,70.1,2206,13,2219
news,114,chunked_sequential_rehearsal,False,Afghanistan,1,0.6,249,4,253
news,113,chunked_sequential_rehearsal,False,4,1,4.0,250,2,252
news,112,chunked_sequential_rehearsal,False,Australian,4,53.9,2206,11,2217
news,109,chunked_sequential_rehearsal,False,No information is given about the age of the man.,4,56.7,2190,21,2211
news,111,chunked_sequential_rehearsal,False,Four,4,60.3,2198,11,2209
news,117,chunked_sequential_rehearsal,True,Garbage,4,6.9,2210,12,2222
news,116,chunked_sequential_rehearsal,False,No answer,4,56.0,2194,12,2206
news,103,chunked_sequential_rehearsal,False,Roads,4,117.5,2198,12,2210
news,115,chunked_sequential_rehearsal,False,Heavy fighting,4,58.7,2198,12,2210
news,108,chunked_sequential_rehearsal,False,Guns.,4,70.3,2186,13,2199
news,118,chunked_sequential_rehearsal,False,None,4,63.3,2206,11,2217
news,121,chunked_sequential_rehearsal,False,Boy George,4,57.4,2190,12,2202
news,119,chunked_sequential_rehearsal,False,Georgia,4,59.8,2190,11,2201
news,123,chunked_sequential_rehearsal,False,There is no mention of Youssif or Lassie.,4,55.6,2206,23,2229
news,124,chunked_sequential_rehearsal,False,There is no mention of the dad's happiest day.,4,56.8,2198,21,2219
news,126,chunked_sequential_rehearsal,False,Tarin Kowt,1,1.6,250,6,256
news,110,chunked_sequential_rehearsal,False,Gary McKinnon,4,125.8,2226,14,2240
news,122,chunked_sequential_rehearsal,False,State police say nothing.,4,110.8,2198,15,2213
news,125,chunked_sequential_rehearsal,False,There is no information about Elizabeth Taylor attending a concert.,4,56.3,2198,21,2219
news,127,chunked_sequential_rehearsal,False,No one,4,60.9,2178,12,2190
news,120,chunked_sequential_rehearsal,False,Barack Obama,4,121.0,2230,13,2243
news,130,chunked_sequential_rehearsal,False,None,4,60.8,2194,11,2205
news,131,chunked_sequential_rehearsal,False,No information is given about who will succeed Snow.,4,57.3,2186,20,2206
news,128,chunked_sequential_rehearsal,False,No answer found.,4,64.0,2206,14,2220
news,133,chunked_sequential_rehearsal,False,Hornets are not mentioned.,4,57.9,2194,17,2211
news,135,chunked_sequential_rehearsal,False,Chavez is not mentioned.,4,53.7,2190,16,2206
news,134,chunked_sequential_rehearsal,False,No answer.,4,55.0,2198,13,2211
news,129,chunked_sequential_rehearsal,False,No one,4,118.7,2186,12,2198
news,139,chunked_sequential_rehearsal,False,Tarin Kowt,1,5.9,247,6,253
news,136,chunked_sequential_rehearsal,False,Bush wasn't mentioned.,4,57.7,2182,15,2197
news,144,chunked_sequential_rehearsal,False,Australian,1,1.1,248,2,250
news,132,chunked_sequential_rehearsal,False,No answer.,4,69.5,2202,13,2215
news,141,chunked_sequential_rehearsal,False,Tarin Kowt,4,8.7,2194,15,2209
news,142,chunked_sequential_rehearsal,False,Tarin Kowt,1,5.2,248,6,254
news,137,chunked_sequential_rehearsal,False,Mail was not mentioned.,4,111.0,2190,15,2205
news,147,chunked_sequential_rehearsal,False,Heavy fighting,1,49.3,252,3,255
news,145,chunked_sequential_rehearsal,False,Kerry Thomas was charged with murder.,4,54.5,2194,18,2212
news,138,chunked_sequential_rehearsal,False,Nothing,4,112.5,2206,11,2217
news,140,chunked_sequential_rehearsal,False,An Australian soldier.,4,64.4,2186,14,2200
news,143,chunked_sequential_rehearsal,False,Dubai,4,59.9,2222,12,2234
news,146,chunked_sequential_rehearsal,False,No answer,4,57.7,2206,12,2218
news,153,chunked_sequential_rehearsal,False,Nothing,4,5.4,2186,11,2197
news,156,chunked_sequential_rehearsal,False,Fighting.,1,1.1,250,4,254
news,151,chunked_sequential_rehearsal,False,No answer is provided in the text.,4,12.5,2190,18,2208
news,152,chunked_sequential_rehearsal,False,Australian Defence Force,4,57.6,2202,13,2215
news,150,chunked_sequential_rehearsal,False,Tarin Kowt,4,61.4,2190,15,2205
news,154,chunked_sequential_rehearsal,False,None,4,56.5,2186,11,2197
news,149,chunked_sequential_rehearsal,False,Teamwork,4,66.4,2206,12,2218
news,162,chunked_sequential_rehearsal,False,Heavy fighting,1,2.7,247,3,250
news,155,chunked_sequential_rehearsal,False,,4,62.2,2218,12,2230
news,148,chunked_sequential_rehearsal,False,L. Ron Hubbard had a mental breakdown.,4,170.7,2194,19,2213
news,164,chunked_sequential_rehearsal,False,TVNZ 1,4,52.7,2202,14,2216
news,161,chunked_sequential_rehearsal,False,Nuclear program of Iran is not mentioned in the text.,4,62.3,2194,22,2216
news,163,chunked_sequential_rehearsal,False,NATO,4,57.3,2190,12,2202
news,160,chunked_sequential_rehearsal,False,Afghanistan,4,65.7,2210,13,2223
news,159,chunked_sequential_rehearsal,False,No mention.,4,68.3,2198,13,2211
news,158,chunked_sequential_rehearsal,False,There is no mention of Donna Greenwell or her offer.,4,114.3,2202,22,2224
news,165,chunked_sequential_rehearsal,False,Daryl Houghley,4,10.0,2194,15,2209
news,157,chunked_sequential_rehearsal,False,Gaining more votes.,4,119.5,2198,15,2213
news,166,chunked_sequential_rehearsal,False,fighting,4,10.9,2198,12,2210
news,167,chunked_sequential_rehearsal,False,Unknown,4,57.1,2190,11,2201
news,170,chunked_sequential_rehearsal,False,Prosecutors,4,54.1,2194,12,2206
news,172,chunked_sequential_rehearsal,False,Afghanistan,4,54.3,2182,13,2195
news,171,chunked_sequential_rehearsal,False,None,4,59.0,2194,11,2205
news,175,chunked_sequential_rehearsal,False,Winkler is not mentioned.,4,7.3,2198,17,2215
news,168,chunked_sequential_rehearsal,False,Australian,4,64.2,2194,11,2205
news,179,chunked_sequential_rehearsal,False,Mable Randon,4,50.9,2206,14,2220
news,169,chunked_sequential_rehearsal,False,Sevilla's outcome is not mentioned.,4,112.8,2194,18,2212
news,181,chunked_sequential_rehearsal,False,Tarin Kowt,1,2.4,248,6,254
news,180,chunked_sequential_rehearsal,False,Mable Randon,4,55.4,2202,14,2216
news,174,chunked_sequential_rehearsal,False,The Australian Prime Minister.,4,111.9,2198,15,2213
news,177,chunked_sequential_rehearsal,False,Viva La Vida,4,59.9,2218,15,2233
news,176,chunked_sequential_rehearsal,False,No answer.,4,63.6,2210,13,2223
news,187,chunked_sequential_rehearsal,False,Violent.,1,0.6,248,4,252
news,173,chunked_sequential_rehearsal,False,Fighting,4,115.3,2186,12,2198
news,188,chunked_sequential_rehearsal,False,Australian troops and NATO officials.,4,5.3,2206,16,2222
news,178,chunked_sequential_rehearsal,False,No one.,4,112.4,2182,13,2195
news,185,chunked_sequential_rehearsal,False,Borders,1,53.9,251,3,254
news,190,chunked_sequential_rehearsal,False,Gunfight,1,47.9,249,3,252
news,191,chunked_sequential_rehearsal,False,Heavy fighting,1,1.9,249,3,252
news,183,chunked_sequential_rehearsal,False,No answer found.,4,61.5,2206,14,2220
news,189,chunked_sequential_rehearsal,False,,4,58.9,2238,12,2250
news,186,chunked_sequential_rehearsal,False,No answer,4,60.1,2206,12,2218
news,182,chunked_sequential_rehearsal,False,Taliban,4,66.8,2210,13,2223
news,184,chunked_sequential_rehearsal,False,Post-WWII,4,61.5,2190,14,2204
news,198,chunked_sequential_rehearsal,False,Taliban,1,3.8,250,4,254
news,197,chunked_sequential_rehearsal,False,None,4,6.3,2194,11,2205
news,192,chunked_sequential_rehearsal,False,Yu Sheng is not mentioned in the text.,4,60.2,2206,20,2226
news,195,chunked_sequential_rehearsal,False,None,4,59.1,2198,11,2209
news,196,chunked_sequential_rehearsal,False,No,4,61.6,2198,11,2209
news,193,chunked_sequential_rehearsal,False,Toyoda is not mentioned.,4,68.2,2206,16,2222
news,200,chunked_sequential_rehearsal,False,No answer found.,4,57.8,2202,14,2216
news,199,chunked_sequential_rehearsal,False,Full Metal Jacket,4,61.1,2198,13,2211
news,194,chunked_sequential_rehearsal,False,An Australian soldier.,4,67.6,2194,14,2208
novel,00950a36_1,chunked_sequential_rehearsal,False,Valeria,4,54.2,1650,12,1662
novel,00950a36_7,chunked_sequential_rehearsal,False,Olivia's brother,4,58.7,1670,14,1684
novel,00950a36_2,chunked_sequential_rehearsal,False,New York,4,58.7,1654,12,1666
novel,00950a36_8,chunked_sequential_rehearsal,False,Oléa,4,59.8,1634,13,1647
novel,00950a36_5,chunked_sequential_rehearsal,False,Korhal,4,61.0,1642,13,1655
novel,00950a36_9,chunked_sequential_rehearsal,False,The planet of Zorvane,4,61.7,1634,17,1651
novel,00950a36_0,chunked_sequential_rehearsal,False,Lord St. Ives,4,63.6,1666,15,1681
novel,00950a36_6,chunked_sequential_rehearsal,False,Mae West,4,64.3,1646,13,1659
novel,00950a36_12,chunked_sequential_rehearsal,False,New York,4,51.8,1634,12,1646
novel,00950a36_10,chunked_sequential_rehearsal,False,,4,57.9,1646,12,1658
novel,00950a36_15,chunked_sequential_rehearsal,False,The captain of the pirate ship is killed by a woman.,4,51.5,1642,22,1664
novel,00950a36_14,chunked_sequential_rehearsal,False,Grapes.,4,57.1,1650,14,1664
novel,00950a36_11,chunked_sequential_rehearsal,False,Bartholomew,4,62.4,1630,15,1645
novel,3e966645_1,chunked_sequential_rehearsal,False,England,4,57.6,1654,11,1665
novel,00950a36_13,chunked_sequential_rehearsal,False,The Shadow.,4,61.6,1638,13,1651
novel,3e966645_5,chunked_sequential_rehearsal,False,Pneumonia,4,10.3,1642,13,1655
novel,3e966645_2,chunked_sequential_rehearsal,False,Father,4,106.3,1634,11,1645
novel,3e966645_9,chunked_sequential_rehearsal,False,French Polynesia,4,53.4,1638,14,1652
novel,3e966645_8,chunked_sequential_rehearsal,False,Port Said,4,55.4,1650,12,1662
novel,3e966645_6,chunked_sequential_rehearsal,False,Korvalov,4,63.7,1634,14,1648
novel,3e966645_10,chunked_sequential_rehearsal,False,Spices,4,58.9,1654,12,1666
novel,3e966645_7,chunked_sequential_rehearsal,False,Lysander,4,63.2,1666,13,1679
novel,3e966645_19,chunked_sequential_rehearsal,False,Hobart,4,56.4,1710,13,1723
novel,3e966645_12,chunked_sequential_rehearsal,False,Sharks,4,63.4,1650,12,1662
novel,3e966645_20,chunked_sequential_rehearsal,False,Gold Diggers,4,58.4,1686,13,1699
novel,3e966645_4,chunked_sequential_rehearsal,False,Rum punch,4,128.1,1646,13,1659
novel,3e966645_21,chunked_sequential_rehearsal,False,A pirate.,4,58.5,1690,13,1703
novel,3e966645_17,chunked_sequential_rehearsal,False,The Caribbean,4,64.9,1650,12,1662
novel,3e966645_16,chunked_sequential_rehearsal,False,Gold.,4,67.5,1642,12,1654
novel,3e966645_11,chunked_sequential_rehearsal,False,The Caribbean.,4,120.7,1634,13,1647
novel,3e966645_22,chunked_sequential_rehearsal,False,Hong Kong,4,57.5,1670,12,1682
novel,6a659de3_2,chunked_sequential_rehearsal,False,Witches,4,55.9,1658,12,1670
novel,6a659de3_5,chunked_sequential_rehearsal,False,Aunt Hester,4,55.2,1658,14,1672
novel,6a659de3_6,chunked_sequential_rehearsal,False,Elizabeth,4,55.7,1626,11,1637
