question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
11,"Mickey v. Zeidler Tool & Die Co., 516 F.3d 516, 523-26 (6th Cir.2008). Here, the Plaintiff was terminated by the Defendants three weeks after the filing of the Complaint in this case. This close temporal proximity between the Plaintiffs protected activity and the adverse employment action is sufficient evidence such that a reasonable juror could conclude that the adverse employment action would not have occurred but for his engagement in pro tected activity. See Dixon v. Gonzales, 481 F.3d 324, 334 (6th Cir.2007) (“This Court typically [has] found the causal connection element [is] satisfied only where the adverse employment action occurred within a matter of months, or less, of the protected activity”); see also Herrera v. Churchill McGee, LLC, 545 Fed.Appx. 499, 501 (6th Cir.2013) (<HOLDING>); Shefferly v. Health Alliance Plan of Mich.,",8571,1390,0,case_hold_mc,holding that a temporal proximity of one month between the plaintiffs protected activity and adverse employment action was sufficient to establish a causal connection,holding in a discrimination case that a close temporal proximity sufficient to survive summary judgment existed where the challenged employment action occurred one month after the protected activity,holding that intervening misconduct can sever the temporal proximity connection between the protected conduct and the adverse employment,holding that temporal proximity between the alleged retaliators knowledge of a protected activity and an adverse employment action may be sufficient to establish causal connection or retaliatory motive in some cases,holding that five weeks between protected activity and adverse employment action insufficient to establish a causal connection
12,"in giving testimony, to disclose any confidential communication properly entrusted to the person in the person’s professional capacity, and necessary and proper to enable the person to discharge the functions of the person’s office according to the usual course of practice or discipline. Because it impedes the full and free discovery of the truth, the attorney-client privilege is strictly construed. See Chidester v. Needles, 353 N.W.2d 849, 852 (Iowa 1984). Consequently, we have held that voluntary disclosure of the content of a privileged communication constitutes waiver as to all other communications on the same subject. See Iowa Code § 622.10 (privilege does not apply when person, in whose favor prohibition is made, waives the right); State v. Cole, 295 N.W.2d 29, 35 (Iowa 1980) (<HOLDING>); Kantaris v. Kantaris, 169 N.W.2d 824, 830",9428,1524,1,case_hold_mc,recognizing duty by examining physician even absent formal physicianpatient relationship,recognizing theory of waiver in physicianpatient relationship,recognizing theory of constructive possession,recognizing the tort of breach of physicianpatient privilege,holding that a physicianpatient relationship gives rise to a duty to avoid emotional harm from failure to provide critical information to patient
13,"the defendant Boston church as well as the plaintiff Massachusetts Association of . the New Jerusalem. 4 As the Appeals Court concluded, the First Amendment to the United States Constitution does not prohibit a civil court from exercising jurisdiction over property disputes involving a church so long as the court does not intrude upon issues of church doctrine, polity, discipline, and internal operation. See General Convention of the New Jerusalem in the U.S.A., Inc. v. MacKenzie, 66 Mass. App. Ct. 836, 839-840 (2006), citing Callahan v. First Congregational Church, 441 Mass. 699, 708 (2004), and Jones v. Wolf, 443 U.S. 595, 602 (1979). 5 General Laws c. 180, § 11 A, provides as follows: 6 See, e.g., Central Coast Baptist Ass’n v. First Baptist Church, 154 Cal. App. 4th 586, 592 (2007) (<HOLDING>); Wisconsin Conference Bd. of Trustees of the",10282,1657,4,case_hold_mc,holding that a church was entitled to employ only members of its faith,holding the federal unemployment tax act section exempting service performed in employ of church after which florida molded its unemployment law was meant to apply to schools that have no separate legal existence from the church and therefore employees working within such schools are in employ of the church,holding that first amendment barred child victim of sexual abuse by priest from bringing breach of fiduciary duty claim against priest church official and church,holding that members of a church congregation lacked sufficient interest to support intervention in an action by the church itself challenging the designation of the church as a landmark,holding that disaffiliated church had de facto dissolved when last vote of its full membership was to dissolve and to transfer assets to mother church
14,"omitted) ]. Thus, the Debtor is collaterally estopped from arguing that the Probate Judgment is dischargeable because it does not give rise to a right of recoupment. Attorney’s Fees The Trust Plaintiffs also argue that the obligations represented by the Fee Judgment and the Appellate Fee Judgment are nondischargeable. Attorney’s fees and costs constitute a debt under 11 U.S.C. § 523 when they “result from” the debtor’s conduct underlying the debt. Cohen v. de la Cruz, 523 U.S. 213, 118 S.Ct. 1212, 140 L.Ed.2d 341 (1998). Therefore, when a debt is nondischargeable pursuant to 11 U.S.C. § 523(a), the attorney’s fees and costs associated with that debt are likewise nondischargeable. See, e.g., K & K Ins. Group, Inc. v. Houston (In re Houston), 305 B.R. 111, 116 (Bankr.M.D.Fla.2003) (<HOLDING>); USAA Cas. Ins. Co. v. Auffant (In re",11142,1798,0,case_hold_mc,holding that when a state court judgment was found not to be dischargeable under 11 usc  523a6 the associated attorneys fees were also not dischargeable,holding that state university violated 11 usc  362 and 525 by withholding debtors transcript where debt was dischargeable,holding  525 applies only where debt dischargeable,holding that if both willful and malicious are not met the debt is dischargeable,holding that fees should not be awarded where plaintiff also argued a claim under  523a6
15,"constituted the criminally negligent exercise of nondeadly force. Consequently, it was error for the district court to refuse to instruct the jury on this theory of involuntary manslaughter. B Alternatively, defendant argues the jury could have found that, although his actions resulted in the death of Russell John, they did not constitute a felony. We reject this claim. Assault resulting in serious bodily injury is a felony, see 18 U.S.C. § 113(a)(6); it is also a general intent crime. It is not necessary that defendant have assaulted the victim with the intent to do serious bodily harm — the resulting serious bodily injury coupled with the general intent to assault is sufficient to satisfy the elements of the felony. See United States v. Fitzgerald, 882 F.2d 397, 399 (9th Cir.1989) (<HOLDING>); United States v. Lewis, 780 F.2d 1140,",11988,1936,1,case_hold_mc,holding that it was a double jeopardy violation to convict and sentence for both dui with serious bodily injury and driving without a valid license with serious bodily injury based on an injury to a single victim,holding that specific intent is not element of assault resulting in serious bodily injury,holding dui causing serious bodily injury is not a crime of violence under 18 usc  16,holding purposely inflicts  serious injury and intended to cause serious injury convey the same specific intent such that it is impossible to commit one without the other,holding that assault resulting in bodily injury under  111b is a crime of violence
16,"has been specifically pled in the complaint, the defendant may still overcome a motion for remand by showing through a preponderance of the evidence that the amount in controversy exceeds the statutory requisite. De Aguilar v. Boeing Co., 11 F.3d 55, 58 (5th Cir.1993). Removal “cannot be based simply upon conclusory allegations.” Felton v. Greyhound Lines, Inc., 324 F.3d 771, 774 (5th Cir.2003) (citing Allen, 63 F.3d at 1335). As the underlying complaint in this case does not request a specific amount of damages, that pleading must be further examined to determine if it is otherwise “facially apparent” that the requisite amount in controversy has been met. This analysis focuses on the nature of the damages alleged; See Simon v. Wal-Mart Stores, Inc., 193 F.3d 848, 851 (5th Cir.1999) (<HOLDING>). But see Luckett v. Delta Airlines, Inc., 171",12840,2075,1,case_hold_mc,recognizing loss of consortium claims,holding that damages comprising an injured shoulder bruises abrasions unidentified medical expenses and a loss of consortium did not satisfy the amount in controversy requirement,holding that loss of consortium damages are not recoverable when the nonderivative claim did not result in physical injury,recognizing cause of action for loss of consortium,holding that wifes recovery for loss of consortium should not be reduced by the proportion of negligence attributable to husband because claim for loss of consortium is independent of the damages claim of the injured spouse
17,"of what we determined USF & G’s coverage to be. CU’s concession cements our conclusion that the SIR is nothing more than a deductible contracted between Payless and USF & G. Because the SIR contained in the USF & G policy is not “other insurance” within the meaning of CU’s “other insurance” clause, CU’s policy provides the only insurance coverage for the first $200,000 of Payless’s liability (subject of course to the $10,000 SIR in CU’s own policy). See Cargill, Inc., 889 F.2d at 180 (applying Minnesota law and holding that, up to the higher deductible contained in one of two applicable insurance policies, only one insurance policy provided coverage so that its “other insurance” clause was not triggered); cf. Wallace v. TriState Ins. Co. of Minn., 302 N.W.2d 337, 340-41 (Minn.1980) (<HOLDING>). The district court determined that CU was not",13698,2214,2,case_hold_mc,holding assignable to injured party insureds claim against insurer for judgment in excess of policy limits,holding that excess coverage in four policies was not triggered until primary insurer satisfied the requirements necessary to trigger the excess insurers coverage and paid the full amount of its limits,holding that the excess carrier was liable only for the insureds deductible which was not covered by the primary insurer,holding that insurer was liable for amount in excess of policy limits because it breached its duty to defend,holding that a rule requiring an excess carrier to drop down upon the insolvency of the primary carrier would impermissibly shift the risk of the primary carrier to the excess carrier and would require insurance companies to scrutinize one anothers financial stability before issuing secondary policies
18,"pursuant to Section 566.226. 2 . All statutory references are to RSMo 2000 cumulative as currently supplemented unless otherwise indicated. 3 .We view the facts in the light most favorable to the verdict. State v. Peal, 393 S.W.3d 621, 623 n. 1 (Mo.App.W.D.2013). 4 . Miranda v. Arizona, 384 U.S. 436, 86 S.Ct. 1602, 16 L.Ed.2d 694 (1966). 5 .Olivas was in Cass County's Juvenile Justice Detention Facility from January 7, 2010, until at least February 19, 2010, the date the juvenile court relinquished its jurisdiction over Olivas. 6 . K.R’s body showed no signs of sexual abuse and no semen was found on it. 7 . All statutory references are to RSMo 2000 cumulative as supplemented unless otherwise indicated. 8 . See Roper v. Simmons, 543 U.S. 551, 125 S.Ct. 1183, 161 L.Ed.2d 1 (2005)",14556,2356,0,case_hold_mc,holding that a person who was a juvenile at the time of the offense cannot be sentenced to death,holding that a term of imprisonment begins at the time a prisoner is sentenced,holding that the death penalty is unconstitutional as applied to juvenile defendants,holding that a juvenile seventeen years old or younger cannot be sentenced to life without parole in a nonhomicide case,holding there was no reasonable suspicion where an officer relied solely on the dispatch that there was a suspicious person at the exxon gas station that the juvenile matched the hispanic male description of the suspicious person that the juvenile was wearing baggy clothes and that the juvenile chose to walk away from the patrol car
19,"351, 95 S.Ct. 449, 42 L.Ed.2d 477 (1974). That nexus exists either (1) where the state “has exercised coercive p self is not a government functionary. See, e.g., Desiderio, 191 F.3d at 206 (“The NASD is a private actor, not a state actor. It is a private corporation that receives no federal or state funding. Its creation was not mandated by statute, nor does the government appoint its members or serve on any NASD board or committee.”); United States v. Shvarts, 90 F.Supp.2d 219, 222 (E.D.N.Y.2000) (“It is beyond cavil that the NASD is not a government agency; it is a private, not-for-profit corporation. It was not created by statute. None of its directors ... are government officials or appointees. It receives no government funding ..., [and] its actions cannot be i -71 (2d Cir.1975) (<HOLDING>). To prevail, Cromwell must establish",15351,2493,1,case_hold_mc,holding that the fifth amendment did not apply to tribal government,holding no violation of the fifth amendment where the government relied on testimony compelled in an earlier proceeding before the heavilyregulated new york stock exchange,holding that the statement ill take the fifth was an assertion of the fifth amendment privilege,holding jurisdiction over nonresident defendant existed where note was payable in new york contained new york choice of law clause and proceeds were used to finance new york limited partnership,holding that a witness who testifies in one proceeding may not be compelled to give further testimony in a different proceeding
20,"OF THE REVENUES OR EXPENSES IN THE ATTACHED.” 44 F.Supp.2d at 1260. The merger and integration clause in the Franchise Agreement stated that: ""It is understood and agreed that neither McDonald's not anyone acting on behalf of McDonald’s has made any representations, inducem tatements had superior knowledge. Predictions or statements that are only promissory in nature or only express what will happen in the future are not actionable as fraud, unless the representing party has exclusive knowledge and should have been aware that the other party would rely heavily on their assertions. See Miller v. Premier Corp., 608 F.2d 973, 981 (4th Cir.1979); see also Payne v. McDonald's Corp., 957 F.Supp. 749, 760-61 (D.Md.1997); see Burger King Corp. v. Austin, 805 F.Supp. 1007, 1024 (S.D.Fla.1992) (<HOLDING>). Some courts believe that ""superior knowledge”",16201,2635,2,case_hold_mc,holding that in texas future predictions and opinions especially those regarding the future profitability of a business cannot as a matter of law form a basis for fraud,holding that defendants failure to anticipate future events did not constitute securities fraud,holding that projections of future profits or business success may constitute fraud if declarant had exclusive or superior knowledge of the facts,holding that future predictions and opinions especially those regarding future profitability of business cannot form basis for fraud as matter of law,holding that mere statements of opinion or prediction such as future profits or how well a business will do in a particular market may not be a basis for a fraud or misrepresentation action because predictions are not past or present material facts
21,"the trial court in 2010 to set aside the 2000 judgment based on lack of subject-matter jurisdiction, and this Court dismissed his appeal, specifically stating that the trial court had jurisdiction to enter the 2000 judgment, that the judgment was not void, and that the trial court lacked plenary power over the case at the time Akinwamide filed the 2010 motion. See Akinwamide TV, 2012 WL 3861229, at *2. We conclude that the record is replete with evidence that there is no reasonable probability that Akinwamide will prevail in his litigation against Transportation and that, after the litigation was finally determined against Akinwamide, he has repeatedly relitigated or attempted to reliti-gate the validity of the determination in favor of Transportation. See Forist, 141 S.W.3d at 670 (<HOLDING>). We therefore hold that the evidence supports",17061,2768,3,case_hold_mc,holding that if defendant could establish ineffective assistance of counsel in failure to file petition for review in his direct appeal then appropriate remedy would be to allow filing of petition for review out of time,holding that bill of review is exclusive remedy on direct attack where court had jurisdictional power even if judgment void,holding that the meritorious defense requirement in a bill of review proceeding violates due process where the bill of review plaintiff has no notice of the proceeding in which the default judgment was rendered,holding that plaintiffs bill of review filed after texas supreme court denied her petition for review of direct appeal from final judgment constituted attempts to relitigate cause of action and thus satisfied vexatious litigant criteria,holding that the supreme court has final appellate review of agency decisions
22,"242 (Me.1991).) To the contrary, it is difficult to think of a claim that is more intrinsically work-related than sexual harassment alleged to have created a hostile work environment. Plaintiff also argues that the injury was not work-related because the “activity causing the injury” was not “implied into the contract of employment.” (Id. at 8 (citing Dorey, 591 A.2d at 242).) Plaintiff characterizes the “activity causing the injury” as “tolerance of sexual harassment and a hostile work environment.” (Id.) However, it is clear from the case law that the “activity” in question in this factor is not tortious conduct of the harasser or the attitude of the victim toward the harassment but the activity that the victim was engaged in when she suffered the injury. See Dorey, 591 A.2d at 242 (<HOLDING>). In this case, there is no indication that",17918,2903,1,case_hold_mc,holding that employees stress injury solely due to disciplinary proceedings was not compensable under workers compensation,holding that an employees visit to the office solely to retrieve medical documents for a workers compensation claim was not an activity implied into the contract of employment,holding that an agencys determination on a workers compensation claim was entitled to deference,recognizing retaliatory discharge tort implied by the workers compensation act,holding that because maryland law expressly creates right to file workers compensation claim action exists for wrongful discharge for termination based solely on the filing of a workers compensation claim
23,"398, 407 (1988) (concluding that the act of inserting an adult’s tongue into a child’s mouth constituted an “immoral, improper, or indecent” act within the meaning of N.C.G.S. § 14-202.1(a)(1) and a “lewd or lascivious” act within the meaning of N.C.G.S. § 14-202.1(a)(2)); State v. Hammett, 182 N.C. App. 316, 323, 642 S.E.2d 454, 459 (concluding that masturbating in a child’s presence constituted an offense punishable pursuant to N.C.G.S. 14-202.1(a)(2)), appeal dismissed and disc. rev. denied, 361 N.C. 572, 651 S.E.2d 227 (2007); State v. Turman, 52 N.C. App. 376, 377, 278 S.E.2d 574, 575 (1981) (concluding that masturbating in a child’s presence constituted an offense pursuant to N.C.G.S. § 14-202.1(a)(l)); cf. State v. Jones, 172 N.C. App. 308, 314-16, 616 S.E.2d 15, 19-20 (2005) (<HOLDING>). In light of these decisions, at least four",18774,3044,2,case_hold_mc,holding that single substantial act can support exercise of personal jurisdiction,holding that multiple convictions under  924c cannot be based on offenses forming a single unit of prosecution,holding that a single act cannot support two convictions under both ncgs  142021al and ncgs  142021a 2 respectively,recognizing that dui manslaughter and vehicular homicide are two separate crimes neither being a lesser included offense of the other but holding that a single death cannot support convictions for both crimes,holding that separate sentences may be imposed for a violation of section 36bd and the predicate offense where both convictions were the result of the same act so long as the charges are brought in a single trial
24,"quotation marks and citation omitted)). Although the issue was squarely before the court, the district court made no factual finding one way or the other as to whether the parents intended to abandon their habitual residence in the United States in favor of Singapore, or whether they intended to retain their habitual residence while simply residing temporarily in Singapore. As a result, the district court seems to have overlooked an important factor in the habitual-residence analysis. Cf. Gitter v. Gitter, 396 F.3d 124, 135 (2d Cir.2005) (finding that parents did not intend to abandon the family’s habitual residence in favor of Israel where the parents only agreed to move to Israel temporarily for a one-year conditional period); Holder v. Holder, 392 F.3d 1009, 1018-19 (9th Cir.2004) (<HOLDING>). The father, in an effort to persuade us that",19630,3179,2,case_hold_mc,holding that service of process by international registered mail from germany to the united states satisfied the hague convention and constitutional due process,holding that the right to associate with others as a military company is not a privilege of citizens of the united states,holding that the parties lacked shared intent to abandon their habitual residence in the united states where the family moved to germany for the fathers temporary fouryear military assignment,holding that an insurer lacked standing to raise the issue of the intent of the parties to the settlement agreement to which it was not a party,holding that the commandant of the united states disciplinary barracks and the united states are identical parties
