question_id,question,evidence_char_pos,evidence_word_pos,correct_option_index,type,option_0,option_1,option_2,option_3,option_4
14,"became final. Consequently, 558 days (198 added to 360) passed between the time Mr. Bisner’s state convictions became final and the time he filed his federal habeas petition. Because this passage of time well exceeds the applicable one-year statute of limitations, the district court was correct in concluding that Mr. Bisner’s petition was untimely. In addition to arguing that his petition was timely filed, Mr. Bisner also argues for equitable tolling based on the fact that he lacked a law library, legal training, and knowledge of the limitations period, and had only limited assistance from prison contract attorneys. We have limited equitable tolling of the one-year limitations period to “rare and exceptional” circumstances. Gibson v. Klinger, 232 F.3d 799, 808 (2000). In ir.2000) (<HOLDING>); Miller v. Marr, 141 F.3d 976, 978 (10th",11106,1798,0,case_hold_mc,holding delays caused by prison inmate law clerk and law library closures do not justify equitable tolling,holding that allegations of a total denial of all access to the prison law library for 25 days following a prison riot stated a constitutional violation,holding that attorneys mental illness may justify equitable tolling,holding that the 120day filing period is subject to equitable tolling and addressing circumstances warranting equitable tolling,holding that attorney miscalculation of aedpa time period did not justify equitable tolling
15,"ordinance] authorizes the Authority to shed its immunity ‘by contract,’ and these words would be utter surplusage, if the enactment of the ordinance itself served to perfect the waiver.”). Therefore, we conclude that the charter does not contain an express waiver of tribal-sovereign immunity. In addition to the tribal charter, an agreement can validly waive tribal-sovereign immunity. Here, the parties agree that the board of directors did not pass a resolution waiving sove 282, 1288 (11th Cir.2001) (rejecting argument that tribal representative had actual or apparent authority to waive immunity because “[s]uch a finding would be directly contrary to the explicit provisions of the Tribal Constitution”); World Touch Gaming, Inc. v. Massena Mgmt, LLC, 117 F.Supp.2d 271, 276 (N.D.N.Y.2000) (<HOLDING>); Danka Funding Co. v. Sky City Casino, 329",11956,1931,4,case_hold_mc,holding that removal to federal court does not waive tribal sovereign immunity,holding that a controllers signature on a contract containing a forum selection clause was insufficient to waive sovereign immunity in part because the right to waive immunity was reserved to the tribal council,holding that a state may waive its sovereign immunity,holding that an act of legislature may be required to waive sovereign immunity,holding that a senior vice presidents signature to an agreement with an express waiver of sovereign immunity provision did not waive sovereign immunity because that right was reserved exclusively to the tribal council
16,"from making any payments to Medicare providers unless and until they have furnished such information as the Secretary may require, Columbia’s receipt of Medicare payments for each year after 1994 was the result of its false certifications of compliance because otherwise it would not have been permitted to participate or receive payments for each subsequent year and the government would not have paid to Columbia the money that is the basis of this suit. Equifax, 557 F.2d at 461 (identifying as a false claim a material misrepresentation knowingly made in order to qualify for a government contract, privilege, or service). Courts have found FCA violations based on comparable misrepresentations. United States v. Oakwood Downriver Medical Center, 687 F.Supp. 302, 303-04 (E.D.Mich.1988) (<HOLDING>); Hopper, 91 F.3d at 1266 (false certification",12814,2060,2,case_hold_mc,holding that prior adjudication barred a claim that arose out of the same transactions and that could have been raised in prior suit,holding relator stated fca claim where defendants submitted annual cost reports that included a certification of compliance,holding that an fca claim arose out of defendants failure to disclose in its form 2552 cost reports the existence of prohibited transactions with related health care organizations,holding claim that negligent supervision caused assault was health care liability claim because it was inseparable from the health care and nursing services provided,holding that the disclosure of billing invoices and cost reports were neither allegations of fraud nor fraudulent transactions
17,"sources of its hearsay, this member of the Court sees no reason to deprive them of these opportunities for the sheer sake of expediency. Finally, the Court is far from convinced that it should defer questions of admissibility until all of the government’s evidence has been considered on the theory that “the reliability of a particular piece of evidence will generally depend on how it fits within the evidence as a whole.” Gov’t’s Mem. at 3. This suggested approach is a direct inversion of what takes place in any other kind of adjudicative process, where factual findings are made on the basis of admissible evidence, not the other way around. See Concrete Pipe & Prods. of Cal., Inc. v. Constr. Laborers Pension Trust for S. Cal., 508 U.S. 602, 622, 113 S.Ct. 2264, 124 L.Ed.2d 539 (1993) (<HOLDING>). Ultimately, attempting to determine the",13669,2190,4,case_hold_mc,holding that the proper standard of proof is preponderance of the evidence,holding that the burden of persuasion by a preponderance of the evidence remains with the movant,holding that there must be sufficient competent evidence from which the trier of fact could estimate the amount of damages with a reasonable degree of certainty,holding that the district court determines the amount of loss under the preponderance of the evidence standard,holding that with respect to the preponderance of the evidence standard before any such burden can be satisfied in the first instance the factfinder must evaluate the raw evidence finding it to be sufficiently reliable and sufficiently probative to demonstrate the truth of the asserted proposition with the requisite degree of certainty
18,"separate from damages, and he did not object to proceeding to trial in his yellow prison jumpsuit and leg shackles after he mistakenly sent his civilian clothes to the county jail instead of to the federal courthouse. Thus Dodd cannot argue those issues now. See Provident Sav. Bank v. Popovich, 71 F.3d 696, 699-700 (7th Cir.1995) (explaining that pro se litigants are subject to same waiver rules as counseled parties). As to the questions properly before us, we turn first to Dodd’s argument that the district court erred in admitting the testimony of Croymans and Kelsheimer. Dodd objected generally to Croymans’s testimony but failed to object at all to Kelsheimer’s, so we confine our review to Croymans’s testimony. See Wilson v. Williams, 182 F.3d 562, 568 (7th Cir.1999) (en banc) (<HOLDING>). The decision to admit testimony must stand",14522,2334,3,case_hold_mc,holding that appellate courts determine the sufficiency of the evidence to support a conviction based on a review of all of the evidence admitted at trial,holding that a claimed violation of the right to a public trial must be preserved for review by a timely objection at trial,holding that an objection raised in a motion to suppress evidence preserves the issue for appeal despite the lack of further objection at trial,holding that lack of objection at trial precludes appellate review of allegedly misused evidence,holding party must make timely and specific objection at trial to preserve issue for appellate review
19,"the plaintiff returned to work with a note from his doctor stating that he was cleared for full duty. The meeting had no other purpose other than to discuss.the plaintiffs job status. The statements were made in the presence of the decisionmaker who affirmatively stated his agreement with them. And the statements “directly reflected] the alleged animus and b[ore] squarely on the contested employment decision.” Febres, 214 F.3d at 60. As said in another context equally applicable here, “[g]iven these attributes, the statement cannot be dismissed as mere background noise or as a stray remark.” Id. at 61 (citing Fernandes v. Costa Bros. Masonry, 199 F.3d 572, 583 (1st Cir.1999), abrogated on other grounds by Desert Palace, Inc. v. Costa, 539 U.S. 90, 123 S.Ct. 2148, 156 L.Ed.2d 84 (2003) (<HOLDING>)). Further, in my opinion, the statements are",15374,2473,1,case_hold_mc,holding that in a discrimination case plaintiff must prove that firing was a result of intentional discrimination,holding that direct evidence of discrimination is not required to prove discrimination in mixed motive cases under title vii,holding that in title vii cases the mixedmotives theory of discrimination is available in cases with circumstantial evidence of discrimination,holding that in title vii cases the mixedmotive theory of discrimination is available in cases with circumstantial evidence of discrimination,holding that a claim for discrimination in private employment is not preempted by title vii
20,"the alleged acts of discrimination occurred in New York.” Id. 23 . See also Funk, 43 F.Supp.2d at 216, 219-20; Casper, 1998 WL 150993, at *10; Kudatzky v. Galbreath Co., No. 96 Civ. 2693, 1997 WL 598586, at *12 (S.D.N.Y. Sept. 23, 1997); Shapiro v. AEO/Ricoh, Inc., No. 96 Civ. 7274, at *5, 1997 WL 452026 (S.D.N.Y. Aug. 7, 1997); Olszewski v. Bloomberg, L.P., No. 96 Civ. 3393, 1997 WL 375690, at *7-*8 (S.D.N.Y. July 7, 1997); Bonner, 916 F.Supp. at 276-78; Randall v. Tod-Nik Audiology, Inc., 704 N.Y.S.2d 228, 2000 WL 261041, at *1 (1st Dep’t Mar. 7, 2000); Murphy v. ERA United Realty, 251 A.D.2d 469, 674 N.Y.S.2d 415, 418 (2d Dep’t 1998); Carter v. Andriani, 84 A.D.2d 513, 443 N.Y.S.2d 157, 158 (1st Dep’t 1981); cf. Nunez v. A-T Fin. Info., Inc., 957 F.Supp. 438, 442-43 (S.D.N.Y.1997) (<HOLDING>). 24 . Chapman argues that, because he has",16233,2612,2,case_hold_mc,holding that claim for sons suicide was not actionable,holding statement that plaintiff was antisemitic not actionable,holding that conduct that was boorish vulgar and reprehensible was not actionable since it was unaccompanied by physical threats or abuse,holding it was not an abuse of discretion to exclude testimony,holding that the evidence was insufficient to support the plaintiffs sexbased hostile work environment claim because even though much of the complainedof conduct was boorish and offensive most of it was not personally experienced by the plaintiff
21,"Bank v. Broaddus, 569 S.W.2d 489, 492 (Tex.1978). The Court previously rejected as a matter of law Defendants’ effort to use their own deposition testimony to avoid responsibility for their promise. Amended Report & Recommendation, # 52 at 5-6, adopted by District Court, # 55. After Prospect counterclaimed for breach of the Release and Covenant Not to Sue, Defendants asserted that Prospect sneaked the Release in at the midnight hour so they would not notice it was included; they also stated that they deliberately chose not to read it before signing the Agreement. The Court ruled that this evidence of willful ignorance did not raise a fact issue so as to defeat Prospect’s motion for summary judgment. Id. See also In re Intern. Profit Associates, Inc., 286 S.W.3d 921, 923-24 (Tex.2009) (<HOLDING>). Thus Defendants here are presumed to know the",17088,2762,0,case_hold_mc,holding that defendants testimony that he did not see a provision in the agreement because the plaintiffcounterparty failed to direct him to the provision was insufficient as a matter of law to establish fraud and defendant was therefore bound to the terms of the provision,holding that a plaintiffs failure to invoke  1983 is fatal to the claim because the constitutional provision that was allegedly violated does not itself create a means for recovery for a violation of that provision,holding that a dispute arising out of an insurance policy was not covered by the arbitration provision in the parties separate premium payment agreement because if the party had intended to subject this dispute to the arbitration provision it could easily clearly and unequivocally have done so either by including an arbitration provision in the insurance policy itself or by adding to the above arbitration provision,holding that the court was bound to consider a contract provision that was plainly relevant to the central issue of contract interpretation raised on appeal despite the parties failure to cite or discuss the provision,holding that a provision of the constitution is to be construed in the sense in which it was understood by the framers and the people at the time of its adoption but that if new products or circumstances that did not exist at the time the constitutional provision was enacted fall within the meaning of the provision the constitutional provision applies to them
22,"114 (2d Cir.2000) (new claim does not relate back to dismissed petition), because filing the new claim in a second petition will encounter the severe limitations that AEDPA imposes on the filing of second or successive petitions. 28 U.S.C. § 2244(b)(2). If his petition contains unexhausted claims that he wishes to pursue, he must return to state court and exhaust these claims. Finally, he must make sure that he has complied with the one-year statute of limitations that AEDPA establishes for filing habeas petitions. 28 U.S.C. § 2244(d). Id. at 378-79. (footnote omitted). The court concluded that although the petitioner had not requested a stay, he should nevertheless have received one. In addition, to address the concern that a petitioner might take an undue amount of time to pu 00), (<HOLDING>); James v. Giles, 221 F.3d 1074, 1077 (9th",17948,2903,1,case_hold_mc,recognizing collateral attack on void order,holding that dismissal is not appropriate when that step could jeopardize the timeliness of a collateral attack,holding that a judgment as to the title in a prior litigation was not subject to collateral attack,holding that remand was the appropriate remedy when an erroneous step four determination has precluded any analysis under step five,holding that where a defendants claim did not amount to a complete denial of counsel it could not form the basis of a collateral attack
23,"for employers looking to trick prospective § 216(b) opt-in plaintiffs into signing damaging statements. Perhaps HL-A means to fall back on the distinction, recognized in Morgan and Cameron-Grant (and in this Court’s December 9 Order), between Rule 23 and § 216(b) proceedings. But so what? To say that Rule 23 class actions and § 216(b) actions are different is not to conclude that employers may resort with impunity to dishonest, misleading and abusive tactics to obtain declarations from their employees in § 216(b) actions, with courts being powerless to remedy the situation. And many cases have expressly recognized district courts’ discretion to regulate such communications in the § 216(b) context. See, e.g., Kerce v. West Telemarketing Corp., 575 F.Supp.2d 1354, 1366 (S.D.Ga.2008) (<HOLDING>); Maddox v. Knowledge Learning Corp., 499",18802,3043,4,case_hold_mc,holding that entry of settlement decree without notice to putative class members violated the due process rights of the class members,holding that putative class members are not parties to an action prior to class certification,holding that tolling applies to a subsequent class action when the prior denial of class certification was based solely on rule 23 deficiencies of the putative representative,holding that even if the offer of judgment was undisputed the case could not be dismissed in light of plaintiffs pending motion for conditional certification including authorization to issue optin notice to putative class members  and the fact that one additional plaintiff had already joined the action,recognizing that in appropriate circumstances the court may limit the parties communications with putative class members prior to decision on conditional certification question in a  216b action
