question_id,question,answer,evidence_char_pos,evidence_word_pos,source_title,type
31,Who was the most outspoken critic of the church in France?,François Marie Arouet de Voltaire,9957,1523,Political_philosophy,squad_extractive
32,Whose philosophy gave much to Christian thought of the time?,The Iroquois philosophy,10423,1597,Political_philosophy,squad_extractive
33,Who was a great admirer of some of the methods of the Iroquois Confederacy?,Benjamin Franklin,10608,1627,Political_philosophy,squad_extractive
34,Who was responsible for the work Two Treatises of Government?,John Locke,10789,1655,Political_philosophy,squad_extractive
35,Locke refuted whose political theory?,Sir Robert Filmer,11105,1705,Political_philosophy,squad_extractive
36,"According to Locke, an absolute ruler is proposed by Hobbes is what?",unnecessary,11883,1834,Political_philosophy,squad_extractive
37,What was one of the defining ideological movements of the Twentieth Century?,The Marxist critique of capitalism,11972,1849,Political_philosophy,squad_extractive
38,Who developed the Marxist critique of capitalism?,Friedrich Engels,12024,1857,Political_philosophy,squad_extractive
39,What produced a parallel revolution in political thought?,The industrial revolution,12150,1875,Political_philosophy,squad_extractive
40,What brought communism?,The Russian Revolution of 1917,13569,2086,Political_philosophy,squad_extractive
41,What did Ludwig Von Mises and Friedrich Hayek run?,a group of central European economists,14002,2153,Political_philosophy,squad_extractive
42,Who published A Theory of Justice? ,John Rawls,14328,2202,Political_philosophy,squad_extractive
43,What did John Rawls publish?,A Theory of Justice,14349,2205,Political_philosophy,squad_extractive
44,The events of May 1968 led to an increased interest in what?,revolutionary ideology,14962,2298,Political_philosophy,squad_extractive
45,What remained an important focus during the 1950s and 1960s?,Communism,15370,2356,Political_philosophy,squad_extractive
46,There was a marked trend towards what type of approach to political issues?,pragmatic approach,15551,2384,Political_philosophy,squad_extractive
47,Who wrote The Racial Contract?,Charles W. Mills,16199,2484,Political_philosophy,squad_extractive
48,Who wrote The Sexual Contract?,Carole Patemen,16252,2494,Political_philosophy,squad_extractive
49,Who Published A Theory of Justice?,John Rawls,16444,2521,Political_philosophy,squad_extractive
50,What did John Rawsl publish?,A Theory of Justice,16457,2523,Political_philosophy,squad_extractive
51,"Who wrote Anarchy, State, and Utopia?",Robert Nozick,16789,2574,Political_philosophy,squad_extractive
52,Herbert Marcuse was from what school?,"Frankfurt School,",17321,2653,Political_philosophy,squad_extractive
53,Thinkers out of the Frankfurt School combined Marxian and what other perspective?,Freudian,17446,2670,Political_philosophy,squad_extractive
54,Who in particular moved a Marxist analysis of commodity fetishism to the realm of consumption? ,Guy Debord,17854,2727,Political_philosophy,squad_extractive
55,What is often considered valuable for generating a new set of philosophical problems? ,The liberal-communitarian debate,18184,2774,Political_philosophy,squad_extractive
56,What type of control do communitarians tend to support?,greater local control,18592,2831,Political_philosophy,squad_extractive
57,What type of economic and social policies do Communitarians tend to support?,policies which encourage the growth of social capital,18645,2840,Political_philosophy,squad_extractive
58,When did republicanism and the capability approach arise?,the end of the 20th century,18761,2856,Political_philosophy,squad_extractive
59,What aims to provide an alternate definition of liberty from Isaiah Berlin's positive and negative forms of liberty?,The resurgent republican movement,18869,2872,Political_philosophy,squad_extractive
60,Mahbub ul Haq and Amartya Sen pioneered what approach?,The capability approach,19499,2963,Political_philosophy,squad_extractive
61,Who founded The AFL?,Jim Foster,20061,3055,Arena_Football_League,squad_extractive
62,Who was the founder of the Arena Football League?,Jim Foster,20061,3055,Arena_Football_League,squad_extractive
63,Where is football played?,indoors,20238,3081,Arena_Football_League,squad_extractive
64,What team left the AFL after the 2015 season to join another league?,Spokane Shock,20929,3194,Arena_Football_League,squad_extractive
65,What league did the Spokane Shock join after the 2015 season?,IFL,20999,3206,Arena_Football_League,squad_extractive
66,What are these conferences in the AFL named?,American Conference and National Conference,21052,3216,Arena_Football_League,squad_extractive
67,"Along with the American Conference, what is the other conference in the AFL?",National Conference,21076,3219,Arena_Football_League,squad_extractive
68,How long is the AFL regular season?,18-week,21341,3259,Arena_Football_League,squad_extractive
69,In what city and state is the Arena Football League based?,"Chicago, Illinois",22698,3494,Arena_Football_League,squad_extractive
70,What was Jim Foster viewing when he came up with the idea for arena football?,an indoor soccer match,22830,3512,Arena_Football_League,squad_extractive
71,Where was Jim Foster when he came up with the idea for arena football?,Madison Square Garden,22856,3517,Arena_Football_League,squad_extractive
72,In what year did Jim Foster conceive of the idea of arena football?,1981,22881,3521,Arena_Football_League,squad_extractive
73,What football league began in 1982?,the United States Football League,23383,3609,Arena_Football_League,squad_extractive
74,What was Foster's job title with the Chicago Blitz?,executive vice-president,23506,3630,Arena_Football_League,squad_extractive
75,What team in the USFL did Jim Foster work for?,Chicago Blitz,23540,3634,Arena_Football_League,squad_extractive
76,When did the USFL shut down?,1985,23700,3664,Arena_Football_League,squad_extractive
77,On what date was the arena football test game played?,"April 27, 1986",23807,3683,Arena_Football_League,squad_extractive
78,In what city and state did the arena football test game take place?,"Rockford, Illinois",23908,3702,Arena_Football_League,squad_extractive
79,At what venue did the test game occur?,Rockford MetroCentre,23935,3706,Arena_Football_League,squad_extractive
80,"Along with the Rockford Metros, what was the name of the other team that played in the test game?",Chicago Politicians,24079,3728,Arena_Football_League,squad_extractive
81,On what date did the second test game take place?,"February 26, 1987",24322,3769,Arena_Football_League,squad_extractive
82,The second test game was played in what arena?,Rosemont Horizon,24347,3774,Arena_Football_League,squad_extractive
83,"Along with the Chicago Bruisers, Denver Dynamite and Pittsburgh Gladiators, what team was one of the original AFL teams?",Washington Commandos,24736,3838,Arena_Football_League,squad_extractive
84,What was Darrell Davis' nickname?,Mouse,24815,3848,Arena_Football_League,squad_extractive
85,Who was responsible for hiring the first coaches of the AFL teams?,Davis,24822,3848,Arena_Football_League,squad_extractive
86,What was the title of Darrell Davis in the AFL?,executive director of football operations,24890,3860,Arena_Football_League,squad_extractive
87,On what date was the inaugural game of the AFL played?,"June 19, 1987",25107,3892,Arena_Football_League,squad_extractive
88,How many spectators watched the first Arena Football League game?,"12,117",25197,3907,Arena_Football_League,squad_extractive
89,On what date was the first AFL game that aired on television?,"June 20, 1987",25543,3963,Arena_Football_League,squad_extractive
90,At what venue did the first televised Arena Football League game occur?,the Rosemont Horizon,25561,3967,Arena_Football_League,squad_extractive
91,On what date did Foster apply for a patent on arena football?,"September 30, 1987",25898,4022,Arena_Football_League,squad_extractive
92,With whom did Foster file his patent?,the United States Patent and Trademark Office,25951,4030,Arena_Football_League,squad_extractive
93,When did the United States Patent and Trademark Office grant Foster's patent?,"March 27, 1990",26204,4068,Arena_Football_League,squad_extractive
94,On what date was the expiration of Foster's patent?,"September 30, 2007",26242,4075,Arena_Football_League,squad_extractive
95,"In the early years of arena football, after what hour were games often aired?",midnight,26411,4103,Arena_Football_League,squad_extractive
96,What AFL game was broadcast on ABC?,Arena Bowl XII,26537,4125,Arena_Football_League,squad_extractive
97,On what ABC program was an AFL game shown?,Wide World of Sports,26598,4136,Arena_Football_League,squad_extractive
98,"What day of the week was July 23, 1989?",Saturday,26624,4141,Arena_Football_League,squad_extractive
99,Who was the coach of the Pittsburgh Gladiators in 1989?,Joe Haering,26754,4162,Arena_Football_League,squad_extractive
100,Who was the commissioner of the AFL in 1989?,Jim Foster,26814,4170,Arena_Football_League,squad_extractive
101,What paper featured a photograph of the head coach of the Gladiators punching the commissioner of the AFL?,USA Today,26926,4190,Arena_Football_League,squad_extractive
102,"In what arena were the Gladiators playing the Bruisers on July 23, 1989?",Arco Arena,26995,4202,Arena_Football_League,squad_extractive
103,What team did Art Schlichter play for?,Detroit Drive,27294,4253,Arena_Football_League,squad_extractive
104,Where did the Detroit Drive play their home games?,Joe Louis Arena,27554,4296,Arena_Football_League,squad_extractive
105,Who owned the Detroit Drive in this period?,Mike Ilitch,27697,4321,Arena_Football_League,squad_extractive
106,What team did the owner of the Detroit Drive buy that led him to sell the Drive?,Detroit Tigers,27784,4336,Arena_Football_League,squad_extractive
107,Where did the Drive franchise relocate to?,Massachusetts,27865,4350,Arena_Football_League,squad_extractive
108,What team is cited as a rival of the Tampa Bay franchise?,Orlando Predators,28106,4389,Arena_Football_League,squad_extractive
109,What notable event in the AFL first occurred in 1993?,first All-Star Game,28254,4412,Arena_Football_League,squad_extractive
110,In what city and state did the 1993 All-Star Game occur?,"Des Moines, Iowa",28277,4416,Arena_Football_League,squad_extractive
111,What conference lost the first All-Star Game?,American Conference,28434,4441,Arena_Football_League,squad_extractive
112,What team did the New York CityHawks become after moving to Hartford?,New England Sea Wolves,29065,4549,Arena_Football_League,squad_extractive
113,How long did the Sea Wolves stay in Hartford?,two seasons,29126,4559,Arena_Football_League,squad_extractive
114,What city did the Sea Wolves move to?,Toronto,29163,4566,Arena_Football_League,squad_extractive
115,What NFL team did Kurt Warner play for?,St. Louis Rams,29576,4634,Arena_Football_League,squad_extractive
116,Kurt Warner was the Most Valuable Player in what Super Bowl?,Super Bowl XXXIV,29631,4643,Arena_Football_League,squad_extractive
117,What television network did the AFL sign a deal with in 2000?,TNN,29907,4686,Arena_Football_League,squad_extractive
118,Who was the commissioner of the Arena Football League for the first half of 2008?,David Baker,31459,4949,Arena_Football_League,squad_extractive
119,On what date did Baker step down as commissioner of the AFL?,"July 25, 2008",31495,4954,Arena_Football_League,squad_extractive
120,What Arena Football League event occurred two days after Baker's resignation?,ArenaBowl XXII,31531,4961,Arena_Football_League,squad_extractive
121,Who temporarily served in the commissioner's post after Baker's departure?,Ed Policy,31567,4965,Arena_Football_League,squad_extractive
122,Who made the announcement that the VooDoo were shutting down?,Tom Benson,31790,5003,Arena_Football_League,squad_extractive
123,What publication announced the Platinum Equity business deal?,Sports Business Journal,31979,5031,Arena_Football_League,squad_extractive
124,How large a stake did Platinum Equity want to buy in the AFL?,$100 million,32062,5045,Arena_Football_League,squad_extractive
125,When was free agency first scheduled to begin?,December 4,32713,5150,Arena_Football_League,squad_extractive
126,To what date was the dispersal draft first delayed?,December 3,32855,5175,Arena_Football_League,squad_extractive
127,"After the second delay, when was the dispersal draft schedule to occur?",December 9,32951,5190,Arena_Football_League,squad_extractive
128,When was free agency scheduled to begin after the delay?,December 11,32996,5198,Arena_Football_League,squad_extractive
129,What numbered season did Arenafootball2 in 2009?,tenth,33545,5285,Arena_Football_League,squad_extractive
130,In what month and year was it decided to suspend the 2009 Arena Football League season?,December 2008,33588,5293,Arena_Football_League,squad_extractive
131,What National Hockey League season was cancelled?,2004-05,33913,5349,Arena_Football_League,squad_extractive
132,What led the National Hockey League to cancel the 2004-2005 season?,a lockout,33939,5353,Arena_Football_League,squad_extractive
133,Who owned the Columbus Destroyers in 2008?,Jim Renacci,34223,5399,Arena_Football_League,squad_extractive
134,What was the job title of Ed Policy?,interim commissioner,34303,5412,Arena_Football_League,squad_extractive
135,What reason did Policy give for his resignation?,the obsolescence of his position in the reformatted league,34368,5420,Arena_Football_League,squad_extractive
136,"After Ed Policy resigned, what franchise closed?",Los Angeles Avengers,34449,5433,Arena_Football_League,squad_extractive
137,How long after the shuttering of the Avengers did the league fail to ratify the new collective bargaining agreement?,One month,34527,5444,Arena_Football_League,squad_extractive
138,On what date was it reported that the AFL was considering bankruptcy?,"July 20, 2009",34809,5488,Arena_Football_League,squad_extractive
139,What publication reported that the Arena Football League was thinking about filing bankruptcy?,Sports Business Journal,34824,5491,Arena_Football_League,squad_extractive
140,"How much debt was the AFL reported to have as of July 20, 2009?",$14 million,34889,5500,Arena_Football_League,squad_extractive
141,What type of bankruptcy was the league reportedly thinking about filing in July 2009?,Chapter 11,34950,5510,Arena_Football_League,squad_extractive
142,On what date did the AFL announce that it was not shutting down?,August 4,35158,5542,Arena_Football_League,squad_extractive
143,What percent of af2 was owned by the AFL?,50.1,35711,5634,Arena_Football_League,squad_extractive
144,On what date was af2 regarded as disbanded?,"September 8, 2009",35869,5658,Arena_Football_League,squad_extractive
145,What legal entity was created by af2 league owners?,Arena Football 1,36064,5692,Arena_Football_League,squad_extractive
146,When was an auction announced for the Arena Football League's assets?,"November 11, 2009",36246,5723,Arena_Football_League,squad_extractive
147,Who owned the Dallas Desperados?,Jerry Jones,36517,5771,Arena_Football_League,squad_extractive
148,When did the auction for the Arena Football League's assets take place?,"November 25, 2009",36667,5793,Arena_Football_League,squad_extractive
149,Who won the auction for the AFL's assets?,Arena Football 1,36713,5801,Arena_Football_League,squad_extractive
150,What was the purchase price for the Arena Football League's assets?,$6.1 million,36773,5813,Arena_Football_League,squad_extractive
151,On what date did AF1 announce that it would be called the Arena Football League?,"February 17, 2010",36791,5816,Arena_Football_League,squad_extractive
152,"Along with the Dallas Vigilantes, what expansion team was announced in 2010?",Jacksonville Sharks,37191,5882,Arena_Football_League,squad_extractive
153,"Along with the Grand Rapids Rampage, Colorado Crush, Columbus Destroyers and Los Angeles Avengers, what team did not return for the 2011 season?",New York Dragons,37496,5928,Arena_Football_League,squad_extractive
154,What expansion team joined the league in 2011?,Pittsburgh Power,37570,5941,Arena_Football_League,squad_extractive
155,For what NFL team did Lynn Swann play?,Pittsburgh Steelers,37595,5944,Arena_Football_League,squad_extractive
156,What was the former name of the Tampa Bay Storm?,Pittsburgh Gladiators,37733,5968,Arena_Football_League,squad_extractive
157,What anniversary did the Arena Football League celebrate in 2012?,25th,38526,6097,Arena_Football_League,squad_extractive
158,What was the first day of the 2015 AFL season?,"March 9, 2012",38578,6106,Arena_Football_League,squad_extractive
159,Who bought the Tampa Bay Storm in 2012?,Jeffrey Vinik,38642,6118,Arena_Football_League,squad_extractive
160,What event resulted in the postponement of the AFL free agency period?,Hurricane Sandy,39149,6202,Arena_Football_League,squad_extractive
161,On what date did the AFL announce its title sponsorship deal?,"December 12, 2012",39187,6208,Arena_Football_League,squad_extractive
162,What business was the title sponsor of the AFL?,NET10 Wireless,39256,6219,Arena_Football_League,squad_extractive
163,What was the league renamed after the title sponsorship deal?,NET10 Wireless Arena Football League,39400,6241,Arena_Football_League,squad_extractive
164,What was the name of the Los Angeles-based team added in 2013?,Kiss,39734,6295,Arena_Football_League,squad_extractive
165,Paul Stanley and Gene Simmons are members of what musical group?,Kiss,39734,6295,Arena_Football_League,squad_extractive
166,"Along with Paul Stanley, who owned the Los Angeles Kiss?",Gene Simmons,39749,6298,Arena_Football_League,squad_extractive
167,"Other than the Los Angeles Kiss, what expansion team entered in the league in 2013?",Portland Thunder,39820,6311,Arena_Football_League,squad_extractive
168,What band was Vince Neil a part of?,Mötley Crüe,39911,6326,Arena_Football_League,squad_extractive
169,What was the name of the Las Vegas team owned by Vince Neil?,Outlaws,40024,6342,Arena_Football_League,squad_extractive
170,What was the original intended home field of the Las Vegas Outlaws?,MGM Grand Garden Arena,40077,6352,Arena_Football_League,squad_extractive
171,Where did the Outlaws play their home games?,the Thomas & Mack Center,40148,6365,Arena_Football_League,squad_extractive
172,"Along with the Las Vegas Gladiators, what prior AFL team played its home games at the Thomas & Mack Center?",Las Vegas Sting,40195,6374,Arena_Football_League,squad_extractive
173,Who was the first president of the AFL?,Jerry Kurz,40802,6477,Arena_Football_League,squad_extractive
174,Where did Scott Butera work prior to becoming AFL commissioner?,Foxwoods,40917,6498,Arena_Football_League,squad_extractive
175,What was Scott Butera's job title prior to becoming AFL commissioner?,CEO,40926,6499,Arena_Football_League,squad_extractive
176,Who became commissioner of the AFL after Jerry Kurz?,Scott Butera,40930,6500,Arena_Football_League,squad_extractive
177,On what date was it reported that the Las Vegas Outlaws were shutting down?,"August 9, 2015",40991,6510,Arena_Football_League,squad_extractive
178,On what date did the Spokane Shock leave the AFL?,"September 1, 2015",41181,6540,Arena_Football_League,squad_extractive
179,What rival league did the Spokane Shock join?,IFL,41257,6553,Arena_Football_League,squad_extractive
180,What was the name of the Spokane Shock after they joined the IFL?,Spokane Empire,41280,6558,Arena_Football_League,squad_extractive
181,What prior AFL franchise was based in Austin?,Austin Wranglers,41643,6612,Arena_Football_League,squad_extractive
182,"Along with the San Antonio Talons, what AFL franchise did San Antonio host at one time?",San Antonio Force,41661,6613,Arena_Football_League,squad_extractive
183,Who worked as an AFL spokesman during this period?,BJ Pickard,41726,6624,Arena_Football_League,squad_extractive
184,At what team's game was an announcement by the AFL supposed to happen on October 30?,San Antonio Spurs,41898,6655,Arena_Football_League,squad_extractive
185,When was it announced that the SaberCats would be shutting down?,November 12,41949,6664,Arena_Football_League,squad_extractive
186,What was the reason given for the closing of the SaberCats?,reasons unrelated to League operations,42061,6682,Arena_Football_League,squad_extractive
187,On what date did the AFL take control of one of its teams?,"January 6, 2016",42266,6715,Arena_Football_League,squad_extractive
188,What team did the league take control of?,Portland Thunder,42347,6728,Arena_Football_League,squad_extractive
189,Who owned the trademark to the Portland Thunder?,Terry Emmert,42698,6786,Arena_Football_League,squad_extractive
190,Who owned the Desperados trademarks?,Jerry Jones,42727,6791,Arena_Football_League,squad_extractive
191,Who is commissioner of the Arena Football League?,Scott Butera,42783,6799,Arena_Football_League,squad_extractive
192,On what date did the league announce its schedule for 2016?,"December 10, 2015",42927,6823,Arena_Football_League,squad_extractive
193,On the weekend of what holiday will all teams have a bye?,Independence Day,43138,6861,Arena_Football_League,squad_extractive
194,What arena was ArenaBowl XXI played in?,New Orleans Arena,43536,6923,Arena_Football_League,squad_extractive
195,On what date was ArenaBowl XXI played?,"July 29, 2007",43626,6940,Arena_Football_League,squad_extractive
196,In what month and year did Hurricane Katrina occur?,August 2005,43752,6961,Arena_Football_League,squad_extractive
197,When was the AFL's China project announced?,August 2012,45157,7196,Arena_Football_League,squad_extractive
198,What league did the AFL found in China?,the China American Football League,45223,7208,Arena_Football_League,squad_extractive
199,Who is leading the China American Football League?,Ron Jaworski,45356,7229,Arena_Football_League,squad_extractive
200,Who created Ganlan Media?,Martin E. Judge,45837,7312,Arena_Football_League,squad_extractive
201,What company is Martin Judge the founder of?,the Judge Group,45875,7319,Arena_Football_League,squad_extractive
202,Who is the Chief Executive Officer of the China American Football League?,Gary Morris,46619,7439,Arena_Football_League,squad_extractive
203,When were most of the AFL's games played after the TV deal?,Sunday,47302,7555,Arena_Football_League,squad_extractive
204,What days were AFL games traditionally played on before the TV deal?,Friday or Saturday,47320,7558,Arena_Football_League,squad_extractive
205,On what date did the business relationship between the AFL and NBC end?,"June 30, 2006",47677,7619,Arena_Football_League,squad_extractive
206,On what date did ESPN buy a minority share of the AFL?,"December 19, 2006",47928,7664,Arena_Football_League,squad_extractive
207,On what day would most of the games televised on the ESPN networks be played?,Monday,48143,7701,Arena_Football_League,squad_extractive
208,What network broadcast ArenaBowl XXI?,ABC,48209,7711,Arena_Football_League,squad_extractive
209,What cable network did the AFL sign a regional contract with?,FSN,48459,7753,Arena_Football_League,squad_extractive
210,Affiliates of what network broadcast Arizona Rattlers games?,Fox Sports,48585,7774,Arena_Football_League,squad_extractive
211,What streaming service broadcast AFL games that were not on NFL Network?,Ustream,48831,7819,Arena_Football_League,squad_extractive
212,Why did the temporary cessation of game broadcasts occur?,ongoing labor problems,48946,7838,Arena_Football_League,squad_extractive
213,Why did the NFL Network begin to broadcast games again?,the labor issues were resolved,49347,7898,Arena_Football_League,squad_extractive
214,Who was the AFL's 2013 national broadcast partner?,CBS Sports Network,49594,7940,Arena_Football_League,squad_extractive
215,"In 2013, on what day were Arena Football League games usually broadcast on CBS Sports Network?",Saturday,49851,7982,Arena_Football_League,squad_extractive
216,"Along with the ESPN networks, on what network were 2014 AFL games broadcast?",CBS Sports Network,50253,8052,Arena_Football_League,squad_extractive
217,What app were Arena Football League games broadcast on in 2014?,WatchESPN,50357,8070,Arena_Football_League,squad_extractive
218,For what system was the first Arena Football League video game released?,the C-64,50588,8110,Arena_Football_League,squad_extractive
219,On what date was Kurt Warner's Arena Football Unleashed released?,"May 18, 2000",50618,8116,Arena_Football_League,squad_extractive
220,Who made Kurt Warner's Arena Football Unleashed?,Midway Games,50687,8127,Arena_Football_League,squad_extractive
221,Who wrote War on the Floor: An Average Guy Plays in the Arena Football League and Lives to Write About It?,Jeff Foley,50956,8172,Arena_Football_League,squad_extractive
222,What team did Jeff Foley play for?,Albany Firebirds,51192,8211,Arena_Football_League,squad_extractive
223,What model of ownership is commonly used in American professional sports?,franchise model,51584,8273,Arena_Football_League,squad_extractive
224,What was the normal per game attendance of AFL games in the 1990s?,"10,000–11,000",52012,8341,Arena_Football_League,squad_extractive
225,"Along with the recession, what event is held to have decreased per-game attendance below 10,000?","the September 11, 2001 attacks",52113,8357,Arena_Football_League,squad_extractive
226,What was the average per-game attendance in 2007?,"12,392",52334,8393,Arena_Football_League,squad_extractive
227,"In 2008, what was the average attendance for an AFL game?","12,957",52498,8419,Arena_Football_League,squad_extractive
228,What was the AFL's average per-game attendance in 2010?,"8,135",52669,8444,Arena_Football_League,squad_extractive
229,Which places were added to the new county of Cheshire?,Warrington and Widnes,52981,8489,Lancashire,squad_extractive
230,Which parish was transferred from Knowsley to the district of West Lancashire?,Simonswood,53352,8545,Lancashire,squad_extractive
231,Who exercises the right of the Crown in the County Palatine of Lancaster?,The Duchy of Lancaster,53552,8574,Lancashire,squad_extractive
232,What is the Duchy of Lancaster?,one of two royal duchies in England,53578,8579,Lancashire,squad_extractive
233,What does the Duchy of Lancaster operate as?,a property company,53685,8596,Lancashire,squad_extractive
234,Who are appointed within the Duchy and County Palatine of Lancater?,High Sheriffs,53935,8636,Lancashire,squad_extractive
235,Who has the largest school population?,South Ribble,54541,8727,Lancashire,squad_extractive
236,What years did the Lancashire League competition run from?,1895 to 1970,55054,8808,Lancashire,squad_extractive
237,What year did Rugby League start?,1895,55254,8840,Lancashire,squad_extractive
238,What year was the first open competition for brass bands held?,1853,56076,8965,Lancashire,squad_extractive
239,What did David Atherton co-found?,the London Sinfonietta,56667,9055,Lancashire,squad_extractive
240,Who began their musical career as organist of Salford Cathedral?,Leslie Stuart,56809,9076,Lancashire,squad_extractive
241,When did Lancashire emerge as a major commercialand industrial region?,during the Industrial Revolution,56982,9101,Lancashire,squad_extractive
242,What are the biggest cities in Lancashire?,Manchester and Liverpool,57016,9105,Lancashire,squad_extractive
243,"By the 1830's, how much of all cotton was processed in Lancashire?",85%,57247,9139,Lancashire,squad_extractive
244,What week was most popular to visit Lancashire's mill towns?,wakes week,57581,9186,Lancashire,squad_extractive
245,How many miles of land did Lancashire lose to other countries?,709,57993,9246,Lancashire,squad_extractive
246,What is to the north of Lancashire today?,Cumbria,58167,9277,Lancashire,squad_extractive
247,What is to the east of Lancashire today?,West Yorkshire,58250,9291,Lancashire,squad_extractive
248,Who exercises sovereignty rights for Lancashire?,Duke of Lancaster,58403,9316,Lancashire,squad_extractive
249,Why is Lancashire smaller than its historical extent?,reform of local government,58604,9343,Lancashire,squad_extractive
250,When was the administrative county of Lancashire created?,1889,58635,9348,Lancashire,squad_extractive
251,What is the area served by the Lord-Lieutenant called now?,ceremonial county,58898,9384,Lancashire,squad_extractive
252,What area is covered by the Lord-Lieutenant?,the administrative county and the county boroughs,58941,9390,Lancashire,squad_extractive
253,Where is the ancient border between Lancashire and Yorkshire located?,the western part of Todmorden,59198,9428,Lancashire,squad_extractive
254,Which part in particular became urbanised in the 20th century?,the southern part,59407,9458,Lancashire,squad_extractive
255,When was Blackpool added to the county?,1904,59623,9487,Lancashire,squad_extractive
256,When was Southport added?,1905,59641,9489,Lancashire,squad_extractive
257,When was Warrington added to Lancashire?,1900,59664,9492,Lancashire,squad_extractive
258,where is Beacon Fell County Park located?,North of the Ribble,60085,9555,Lancashire,squad_extractive
259,What is most of the lowland in the county devoted to?,dairy farming and cheesemaking,60221,9581,Lancashire,squad_extractive
260,What is the higer ground in the county devoted to?,sheep,60300,9593,Lancashire,squad_extractive
261,What is in the highest ground?,uncultivated moorland,60333,9599,Lancashire,squad_extractive
262,Where is the Lancashire Coalfield located?,modern-day Greater Manchester,60712,9664,Lancashire,squad_extractive
263,What does the Duchy administer within the County Palatine?,bona vacantia,60850,9682,Lancashire,squad_extractive
264,When did the title of Duke of Lancaster merge into the Crown?,many centuries ago,61069,9717,Lancashire,squad_extractive
265,Who is the Duchy administered by?,the Queen,61123,9727,Lancashire,squad_extractive
266,What does the Lancashire economy rely on?,the M6 motorway,61465,9786,Lancashire,squad_extractive
267,Which direction does the M6 motorway run?,north to south,61497,9792,Lancashire,squad_extractive
268,What road connects Preston to Blackpool?,The M55,61541,9799,Lancashire,squad_extractive
269,Which road crosses the part of the county furthest south?,M58,61891,9854,Lancashire,squad_extractive
270,Where are the major settlements in the ceremonial county located?,Fylde coast,62065,9882,Lancashire,squad_extractive
271,Where is the Fylde coast?,Blackpool Urban Area,62082,9885,Lancashire,squad_extractive
272,How many people live in Lancaster and Morecambe?,"100,000",62509,9954,Lancashire,squad_extractive
273,How many bands were active in the Liverpool area in the 1960s?,350,63198,10063,Lancashire,squad_extractive
